recipe_name,recipe_code,source_file,source_line_no,source_ingredient_name,source_quantity,source_unit,source_servings,upload_ingredient_name,upload_item_code,upload_quantity_for_1_serving,upload_unit,match_status,source_note
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,10,Jelly,2.0,kg,100,A-TAFGA REHAN JELLY S/BERRY 4/3KG,145008,20,g,mapped,
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,11,Almonds,300.0,g,100,A- SPIXA ALMONDS 1/1KG,404350,3,g,mapped,
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,12,Pistachios,300.0,g,100,A- SPIXA PISTACHIO CLEAN 1/1KG,404353,3,g,mapped,
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,13,Chia seeds / Tukmaria,200.0,g,100,Chia seeds / Tukmaria,RCPMIS-V5-018-CHIASEED,2,g,missing_master,
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,14,Cardamom powder,20.0,g,100,NIAZ CARDAMON 1/1KG,GR003571,0.2,g,mapped,
Mahalabia KBR-384 ONEGO V3,RCP-086-MAHALABIA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Mahalabia Recipe.100 pax.docx,1,Full-fat milk,13.0,l,100,AL MARAI UHT MILF FF 12/1LTR,DR000005,0.13,l,mapped,
Mahalabia KBR-384 ONEGO V3,RCP-086-MAHALABIA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Mahalabia Recipe.100 pax.docx,2,Cornstarch,1.2,kg,100,A-AL AMC CORN STARCH 1/25KG,139554,12,g,mapped,
Mahalabia KBR-384 ONEGO V3,RCP-086-MAHALABIA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Mahalabia Recipe.100 pax.docx,3,Rose water,150.0,ml,100,A-TFG MAMIA ROSE WATER 12/430ML,266115,1.5,ml,mapped,
Mahalabia KBR-384 ONEGO V3,RCP-086-MAHALABIA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Mahalabia Recipe.100 pax.docx,4,Orange blossom water,100.0,ml,100,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,1,ml,mapped,
Mahalabia KBR-384 ONEGO V3,RCP-086-MAHALABIA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Mahalabia Recipe.100 pax.docx,5,Fresh cream,1.0,l,100,TAFGA MARAI COOKING CREAM 12/1LTR,342384,0.01,l,mapped,
Mahalabia KBR-384 ONEGO V3,RCP-086-MAHALABIA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Mahalabia Recipe.100 pax.docx,6,Crushed pistachios,500.0,g,100,A- SPIXA PISTACHIO CLEAN 1/1KG,404353,5,g,mapped,
Mahalabia KBR-384 ONEGO V3,RCP-086-MAHALABIA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Mahalabia Recipe.100 pax.docx,7,Desiccated coconut,300.0,g,100,A-ADELCO COCONUT POWDR 1/7KG,404322,3,g,mapped,
omali KBR-384 ONEGO V3,RCP-087-OMALI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,1,Ready-made plain croissants or baked puff pastry sheets,3.5,kg,100,A-TAFGA SB PUFF PASTRY SQUARE 18/400G,230797,35,g,mapped,
omali KBR-384 ONEGO V3,RCP-087-OMALI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,2,Desiccated shredded coconut,700.0,g,100,A-ADELCO COCONUT POWDR 1/7KG,404322,7,g,mapped,
omali KBR-384 ONEGO V3,RCP-087-OMALI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,3,Sultanas or raisins,600.0,g,100,A-5 DIAMOND RAISIN 1/10KG,404314,6,g,mapped,
omali KBR-384 ONEGO V3,RCP-087-OMALI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,4,Slivered almonds,500.0,g,100,A- SPIXA ALMONDS 1/1KG,404350,5,g,mapped,
omali KBR-384 ONEGO V3,RCP-087-OMALI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,5,Pistachios,400.0,g,100,A- SPIXA PISTACHIO CLEAN 1/1KG,404353,4,g,mapped,
omali KBR-384 ONEGO V3,RCP-087-OMALI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,6,Whole milk,12.0,l,100,AL MARAI UHT MILF FF 12/1LTR,DR000005,0.12,l,mapped,
omali KBR-384 ONEGO V3,RCP-087-OMALI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,7,Heavy whipping cream,3.0,l,100,TAFGA MARAI COOKING CREAM 12/1LTR,342384,0.03,l,mapped,
omali KBR-384 ONEGO V3,RCP-087-OMALI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,8,White granulated sugar,2.2,kg,100,AL OSRA SUGAR FINE 10/2KG,176065,22,g,mapped,
omali KBR-384 ONEGO V3,RCP-087-OMALI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,9,Pure vanilla extract,60.0,ml,100,TFGA CUSTARD POWDER 24/450G,132875,0.6,g,mapped,
omali KBR-384 ONEGO V3,RCP-087-OMALI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,10,Ground cinnamon,15.0,ml,100,NIAZ CINNAMON STICK 1/1KG,GR003481,0.15,g,mapped,
omali KBR-384 ONEGO V3,RCP-087-OMALI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,11,Thick heavy cream,2.0,kg,100,TAFGA MARAI COOKING CREAM 12/1LTR,342384,20,g,mapped,
omali KBR-384 ONEGO V3,RCP-087-OMALI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,12,Powdered sugar,150.0,g,100,AL OSRA SUGAR FINE 10/2KG,176065,1.5,g,mapped,
omali KBR-384 ONEGO V3,RCP-087-OMALI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,13,Scald the Sweet Milk Mixture,3.0,l,100,AL MARAI UHT MILF FF 12/1LTR,DR000005,0.03,l,mapped,
Rice pudding KBR-384 ONEGO V3,RCP-088-RICEPUDDIN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Rice pudding.docx,1,Fragrant Jasmine or Short-Grain White Rice,2.2,kg,100,AAA WHITE THAI RICE  1/40KG,139868,22,g,mapped,
Rice pudding KBR-384 ONEGO V3,RCP-088-RICEPUDDIN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Rice pudding.docx,2,Water,4.0,l,100,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,0.04,l,mapped,
Rice pudding KBR-384 ONEGO V3,RCP-088-RICEPUDDIN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Rice pudding.docx,3,Fine sea salt,15.0,g,100,TAFGA REHAN SALT IODIZED 24/700G,166780,0.15,g,mapped,
Rice pudding KBR-384 ONEGO V3,RCP-088-RICEPUDDIN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Rice pudding.docx,4,Full-fat coconut milk,6.0,l,100,COCONUT MILK POWDER  12/300G,185539,60,g,mapped,
Rice pudding KBR-384 ONEGO V3,RCP-088-RICEPUDDIN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Rice pudding.docx,5,Whole milk,4.0,l,100,AL MARAI UHT MILF FF 12/1LTR,DR000005,0.04,l,mapped,
Rice pudding KBR-384 ONEGO V3,RCP-088-RICEPUDDIN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Rice pudding.docx,6,White granulated sugar,1.8,kg,100,AL OSRA SUGAR FINE 10/2KG,176065,18,g,mapped,
Rice pudding KBR-384 ONEGO V3,RCP-088-RICEPUDDIN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Rice pudding.docx,7,Pure vanilla extract,60.0,ml,100,TFGA CUSTARD POWDER 24/450G,132875,0.6,g,mapped,
Rice pudding KBR-384 ONEGO V3,RCP-088-RICEPUDDIN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Rice pudding.docx,8,Ground cardamom or Cinnamon sticks,15.0,g,100,NIAZ CINNAMON STICK 1/1KG,GR003481,0.15,g,mapped,
Rice pudding KBR-384 ONEGO V3,RCP-088-RICEPUDDIN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Rice pudding.docx,9,Cornstarch,80.0,g,100,A-AL AMC CORN STARCH 1/25KG,139554,0.8,g,mapped,
Rice pudding KBR-384 ONEGO V3,RCP-088-RICEPUDDIN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Rice pudding.docx,10,Toasted shredded coconut flakes,400.0,g,100,A-ADELCO COCONUT POWDR 1/7KG,404322,4,g,mapped,
Rice pudding KBR-384 ONEGO V3,RCP-088-RICEPUDDIN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Rice pudding.docx,11,Par-Cook the Rice,4.0,l,100,AAA WHITE THAI RICE  1/40KG,139868,40,g,mapped,
Shahi Tukra KBR-384 ONEGO V3,RCP-089-SHAHITUKRA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Shahi Tukra Recipe.100 pax.docx,1,White bread slices,120.0,pieces,100,SLICED BREAD WHITE,BK000001,1.2,pieces,mapped,
Shahi Tukra KBR-384 ONEGO V3,RCP-089-SHAHITUKRA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Shahi Tukra Recipe.100 pax.docx,2,Ghee,2.5,kg,100,ALMARAI BUTTER GHEE 6/1600G,242795,25,g,mapped,
Shahi Tukra KBR-384 ONEGO V3,RCP-089-SHAHITUKRA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Shahi Tukra Recipe.100 pax.docx,3,Water,2.0,l,100,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,0.02,l,mapped,
Shahi Tukra KBR-384 ONEGO V3,RCP-089-SHAHITUKRA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Shahi Tukra Recipe.100 pax.docx,4,Cardamom powder,15.0,g,100,NIAZ CARDAMON 1/1KG,GR003571,0.15,g,mapped,
Shahi Tukra KBR-384 ONEGO V3,RCP-089-SHAHITUKRA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Shahi Tukra Recipe.100 pax.docx,5,Rose water,50.0,ml,100,A-TFG MAMIA ROSE WATER 12/430ML,266115,0.5,ml,mapped,
Shahi Tukra KBR-384 ONEGO V3,RCP-089-SHAHITUKRA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Shahi Tukra Recipe.100 pax.docx,6,Full cream milk,15.0,l,100,AL MARAI UHT MILF FF 12/1LTR,DR000005,0.15,l,mapped,
Shahi Tukra KBR-384 ONEGO V3,RCP-089-SHAHITUKRA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Shahi Tukra Recipe.100 pax.docx,7,Cardamom powder,10.0,g,100,NIAZ CARDAMON 1/1KG,GR003571,0.1,g,mapped,
Shahi Tukra KBR-384 ONEGO V3,RCP-089-SHAHITUKRA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Shahi Tukra Recipe.100 pax.docx,8,Saffron,2.0,g,100,Saffron,RCPMIS-V5-007-SAFFRON,0.02,g,missing_master,
Shahi Tukra KBR-384 ONEGO V3,RCP-089-SHAHITUKRA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Shahi Tukra Recipe.100 pax.docx,9,Almonds,500.0,g,100,A- SPIXA ALMONDS 1/1KG,404350,5,g,mapped,
Shahi Tukra KBR-384 ONEGO V3,RCP-089-SHAHITUKRA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Shahi Tukra Recipe.100 pax.docx,10,Pistachios,400.0,g,100,A- SPIXA PISTACHIO CLEAN 1/1KG,404353,4,g,mapped,
Standard Catering Sweet KBR-384 ONEGO V3,RCP-090-STANDARDCA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,1,Flavored Gelatin Powder,1.4,kg,100,Flavored Gelatin Powder,RCPMIS-V5-019-FLAVORED,14,g,missing_master,
Standard Catering Sweet KBR-384 ONEGO V3,RCP-090-STANDARDCA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,2,Boiling Water,4.5,l,100,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,0.045,l,mapped,
Standard Catering Sweet KBR-384 ONEGO V3,RCP-090-STANDARDCA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,3,Ice-Cold Water,4.5,l,100,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,0.045,l,mapped,
Standard Catering Sweet KBR-384 ONEGO V3,RCP-090-STANDARDCA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,4,White granulated sugar,1.5,kg,100,AL OSRA SUGAR FINE 10/2KG,176065,15,g,mapped,
Standard Catering Sweet KBR-384 ONEGO V3,RCP-090-STANDARDCA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,5,Water,400.0,ml,100,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,4,ml,mapped,
Standard Catering Sweet KBR-384 ONEGO V3,RCP-090-STANDARDCA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,6,Lemon juice,15.0,ml,100,TFG MOONATY LEMON JUICE 12/1LTR,429366,0.15,ml,mapped,
Standard Catering Sweet KBR-384 ONEGO V3,RCP-090-STANDARDCA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,7,Whole milk,7.5,l,100,AL MARAI UHT MILF FF 12/1LTR,DR000005,0.075,l,mapped,
Standard Catering Sweet KBR-384 ONEGO V3,RCP-090-STANDARDCA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,8,Heavy whipping cream,2.0,l,100,TAFGA MARAI COOKING CREAM 12/1LTR,342384,0.02,l,mapped,
Standard Catering Sweet KBR-384 ONEGO V3,RCP-090-STANDARDCA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,9,White granulated sugar,1.2,kg,100,AL OSRA SUGAR FINE 10/2KG,176065,12,g,mapped,
Standard Catering Sweet KBR-384 ONEGO V3,RCP-090-STANDARDCA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,10,Egg yolks,30.0,pieces,100,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,0.3,pieces,mapped,
Standard Catering Sweet KBR-384 ONEGO V3,RCP-090-STANDARDCA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,11,Unflavored gelatin powder,120.0,g,100,Unflavored gelatin powder,RCPMIS-V5-020-UNFLAVOR,1.2,g,missing_master,
Standard Catering Sweet KBR-384 ONEGO V3,RCP-090-STANDARDCA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,12,Cornstarch,100.0,g,100,A-AL AMC CORN STARCH 1/25KG,139554,1,g,mapped,
Standard Catering Sweet KBR-384 ONEGO V3,RCP-090-STANDARDCA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,13,Pure vanilla extract,60.0,ml,100,TFGA CUSTARD POWDER 24/450G,132875,0.6,g,mapped,
Standard Catering Sweet KBR-384 ONEGO V3,RCP-090-STANDARDCA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,14,Whole milk,8.5,l,100,AL MARAI UHT MILF FF 12/1LTR,DR000005,0.085,l,mapped,
Standard Catering Sweet KBR-384 ONEGO V3,RCP-090-STANDARDCA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,15,Heavy cream,1.0,l,100,TAFGA MARAI COOKING CREAM 12/1LTR,342384,0.01,l,mapped,
Standard Catering Sweet KBR-384 ONEGO V3,RCP-090-STANDARDCA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,16,Custard Powder,500.0,g,100,TFGA CUSTARD POWDER 24/450G,132875,5,g,mapped,
Standard Catering Sweet KBR-384 ONEGO V3,RCP-090-STANDARDCA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,17,Pure vanilla extract,50.0,ml,100,TFGA CUSTARD POWDER 24/450G,132875,0.5,g,mapped,
Standard Catering Sweet KBR-384 ONEGO V3,RCP-090-STANDARDCA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,18,Unsalted butter,150.0,g,100,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,1.5,g,mapped,
Vermicelli with Milk KBR-384 ONEGO V3,RCP-091-VERMICELLI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Vermicelli with Milk Recipe.100 pax.docx,1,Vermicelli,2.5,kg,100,TAFGA GOODY VERMICELLI CUT 24/500G,275514,25,g,mapped,
Vermicelli with Milk KBR-384 ONEGO V3,RCP-091-VERMICELLI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Vermicelli with Milk Recipe.100 pax.docx,2,Full cream milk,12.0,l,100,AL MARAI UHT MILF FF 12/1LTR,DR000005,0.12,l,mapped,
Vermicelli with Milk KBR-384 ONEGO V3,RCP-091-VERMICELLI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Vermicelli with Milk Recipe.100 pax.docx,3,Ghee,700.0,g,100,ALMARAI BUTTER GHEE 6/1600G,242795,7,g,mapped,
Vermicelli with Milk KBR-384 ONEGO V3,RCP-091-VERMICELLI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Vermicelli with Milk Recipe.100 pax.docx,4,Green cardamom powder,20.0,g,100,NIAZ CARDAMON 1/1KG,GR003571,0.2,g,mapped,
Vermicelli with Milk KBR-384 ONEGO V3,RCP-091-VERMICELLI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Vermicelli with Milk Recipe.100 pax.docx,5,Almonds,500.0,g,100,A- SPIXA ALMONDS 1/1KG,404350,5,g,mapped,
Vermicelli with Milk KBR-384 ONEGO V3,RCP-091-VERMICELLI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Vermicelli with Milk Recipe.100 pax.docx,6,Cashew nuts,500.0,g,100,A- SPIXA CASHEW NUTS 1/1KG,404349,5,g,mapped,
Vermicelli with Milk KBR-384 ONEGO V3,RCP-091-VERMICELLI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Vermicelli with Milk Recipe.100 pax.docx,7,Raisins,400.0,g,100,A-5 DIAMOND RAISIN 1/10KG,404314,4,g,mapped,
Vermicelli with Milk KBR-384 ONEGO V3,RCP-091-VERMICELLI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Vermicelli with Milk Recipe.100 pax.docx,8,Saffron,2.0,g,100,Saffron,RCPMIS-V5-007-SAFFRON,0.02,g,missing_master,
Vermicelli with Milk KBR-384 ONEGO V3,RCP-091-VERMICELLI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Vermicelli with Milk Recipe.100 pax.docx,9,Rose water,50.0,ml,100,A-TFG MAMIA ROSE WATER 12/430ML,266115,0.5,ml,mapped,
Achari Okra KBR-384 ONEGO V3,RCP-092-ACHARIOKRA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Vegetable\Achari Okra.100 pax.docx,1,Okra,15.0,kg,100,OKRA (LOCAL),PR000048,150,g,mapped,
Achari Okra KBR-384 ONEGO V3,RCP-092-ACHARIOKRA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Vegetable\Achari Okra.100 pax.docx,2,Oil,1.5,l,100,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,221871,0.015,l,mapped,
Achari Okra KBR-384 ONEGO V3,RCP-092-ACHARIOKRA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Vegetable\Achari Okra.100 pax.docx,3,Onions,5.0,kg,100,DRY ONION (LOCAL),PR000020,50,g,mapped,
Achari Okra KBR-384 ONEGO V3,RCP-092-ACHARIOKRA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Vegetable\Achari Okra.100 pax.docx,4,Tomatoes,3.0,kg,100,TOMATO (ADY),PR000005,30,g,mapped,
Achari Okra KBR-384 ONEGO V3,RCP-092-ACHARIOKRA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Vegetable\Achari Okra.100 pax.docx,5,Ginger-Garlic Paste,300.0,g,100,GARLIC  (CHINA),PR000018,3,g,mapped,
Achari Okra KBR-384 ONEGO V3,RCP-092-ACHARIOKRA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Vegetable\Achari Okra.100 pax.docx,6,Green Chilies,200.0,g,100,GREEN CHILLI (INDIAN),PR000016,2,g,mapped,
Achari Okra KBR-384 ONEGO V3,RCP-092-ACHARIOKRA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Vegetable\Achari Okra.100 pax.docx,7,Achari Masala,200.0,g,100,Achari Masala,RCPMIS-V5-021-ACHARIMA,2,g,missing_master,
