recipe_name,recipe_code,source_file,removed_ingredient_name,removed_item_code,removed_quantity,removed_unit,reason
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,TFG AMERICANA LOCAL CHICKEN BREAST1/10KG,180259,15.0,kg,Replaced by source ingredient: TANMIAH FRESH CHICKEN 1/900G
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,NZMP WHOLE MILK POWDER 1/25KG,GR001426,1.0,l,Replaced by source ingredient: AL MARAI UHT MILF FF 12/1LTR
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,SLICED BREAD WHITE,BK000001,2.0,kg,Replaced by source ingredient: FONTE BREAD CRUMBS 1/500G
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,60.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Arabic Foul Medames KBR-384 ONEGO V3,RCP-039-ARABICFOUL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,EASTERN GARLIC POWDER 24/200G,401030,300.0,g,Replaced by source ingredient: GARLIC  (CHINA)
Arabic Foul Medames KBR-384 ONEGO V3,RCP-039-ARABICFOUL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,200.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Chickpeas Masala KBR-384 ONEGO V3,RCP-040-CHICKPEASM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,A-TOMEX GREEN PEAS 4/2.5KG,404330,7.5,kg,Replaced by source ingredient: AMAL CHICK PEAS # 07 1/15KG
Chickpeas Masala KBR-384 ONEGO V3,RCP-040-CHICKPEASM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,TAFGA LUNA TOMATO PASTE 24/400G,103023,5.0,kg,Replaced by source ingredient: TOMATO (ADY)
Chickpeas Masala KBR-384 ONEGO V3,RCP-040-CHICKPEASM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,EASTERN GARLIC POWDER 24/200G,401030,200.0,g,Replaced by source ingredient: GARLIC  (CHINA)
Chickpeas Masala KBR-384 ONEGO V3,RCP-040-CHICKPEASM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,200.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Dal Chana Fry (Dall 2) KBR-384 ONEGO V3,RCP-042-DALCHANAFR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dal Chana Fry.100 pax.docx,TAFGA LUNA TOMATO PASTE 24/400G,103023,2.5,kg,Replaced by source ingredient: TOMATO (ADY)
Dal Chana Fry (Dall 2) KBR-384 ONEGO V3,RCP-042-DALCHANAFR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dal Chana Fry.100 pax.docx,ALMARAI BUTTER GHEE 6/1600G,242795,1.5,l,Replaced by source ingredient: TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR
Dal Chana Fry (Dall 2) KBR-384 ONEGO V3,RCP-042-DALCHANAFR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dal Chana Fry.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,250.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Dal Mash Fry KBR-384 ONEGO V3,RCP-044-DALMASHFRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Mash Fry.100 pax.docx,TAFGA LUNA TOMATO PASTE 24/400G,103023,2.5,kg,Replaced by source ingredient: TOMATO (ADY)
Dal Mash Fry KBR-384 ONEGO V3,RCP-044-DALMASHFRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Mash Fry.100 pax.docx,ALMARAI BUTTER GHEE 6/1600G,242795,2.0,l,Replaced by source ingredient: TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR
Dal Mash Fry KBR-384 ONEGO V3,RCP-044-DALMASHFRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Mash Fry.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,250.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Dal Masoor (Dall 2) KBR-384 ONEGO V3,RCP-045-DALMASOOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dal Masoor.100 pax.docx,TAFGA LUNA TOMATO PASTE 24/400G,103023,4.0,kg,Replaced by source ingredient: TOMATO (ADY)
Dal Masoor (Dall 2) KBR-384 ONEGO V3,RCP-045-DALMASOOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dal Masoor.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,400.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Dall Mongo KBR-384 ONEGO V3,RCP-049-DALLMONGO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Mongo Recipe. 100 pax.docx,TAFGA LUNA TOMATO PASTE 24/400G,103023,5.0,kg,Replaced by source ingredient: TOMATO (ADY)
Dall Mongo KBR-384 ONEGO V3,RCP-049-DALLMONGO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Mongo Recipe. 100 pax.docx,EASTERN GARLIC POWDER 24/200G,401030,500.0,g,Replaced by source ingredient: GARLIC  (CHINA)
Dall Mongo KBR-384 ONEGO V3,RCP-049-DALLMONGO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Mongo Recipe. 100 pax.docx,ALMARAI BUTTER GHEE 6/1600G,242795,2.5,l,Replaced by source ingredient: TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR
Fish Curry KBR-384 ONEGO V3,RCP-051-FISHCURRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Fish\Fish Curry 100 pax .docx,TAFGA WHITE / HAMOUR FISH FILLET  1/1KG,144669,17.0,kg,Replaced by source ingredient: RUHI FISH 1/KG
Fish Curry KBR-384 ONEGO V3,RCP-051-FISHCURRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Fish\Fish Curry 100 pax .docx,AFIA SUNFLOWER OIL 4/2.9LTR,368547,1.0,l,Replaced by source ingredient: TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR
Fish Curry KBR-384 ONEGO V3,RCP-051-FISHCURRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Fish\Fish Curry 100 pax .docx,AL MARAI UHT MILF FF 12/1LTR,DR000005,3.5,l,Replaced by source ingredient: COCONUT MILK POWDER  12/300G
Fish Curry KBR-384 ONEGO V3,RCP-051-FISHCURRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Fish\Fish Curry 100 pax .docx,SHAN CORIANDER POWDER  10/1KG,GR000553,500.0,g,Replaced by source ingredient: CORIANDER LEAVES (BDL)
Fried Finger Fish KBR-384 ONEGO V3,RCP-052-FRIEDFINGE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Fish\Fried Finger Fish.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,300.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Fried Finger Fish KBR-384 ONEGO V3,RCP-052-FRIEDFINGE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Fish\Fried Finger Fish.100 pax.docx,SHAN CORIANDER POWDER  10/1KG,GR000553,1.0,kg,Replaced by source ingredient: CORIANDER LEAVES (BDL)
Grilled Fish Fillet KBR-384 ONEGO V3,RCP-053-GRILLEDFIS-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Fish\Grilled Fish Fillet. 100 pax.docx,TAFGA WHITE / HAMOUR FISH FILLET  1/1KG,144669,17.5,kg,Replaced by source ingredient: RUHI FISH 1/KG
Allo Gosht KBR-384 ONEGO V3,RCP-054-ALLOGOSHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Allo Gosht.100 pax.docx,TAFGA LUNA TOMATO PASTE 24/400G,103023,4.0,kg,Replaced by source ingredient: TOMATO (ADY)
Mutton Biryani KBR-384 ONEGO V3,RCP-055-MUTTONBIRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Biryani. 100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,700.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Mutton Biryani KBR-384 ONEGO V3,RCP-055-MUTTONBIRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Biryani. 100 pax.docx,SHAN CORIANDER POWDER  10/1KG,GR000553,1.5,kg,Replaced by source ingredient: CORIANDER LEAVES (BDL)
Mutton Biryani KBR-384 ONEGO V3,RCP-055-MUTTONBIRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Biryani. 100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,500.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Mutton Curry KBR-384 ONEGO V3,RCP-056-MUTTONCURR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Curry Recipe.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,200.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Mutton Curry KBR-384 ONEGO V3,RCP-056-MUTTONCURR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Curry Recipe.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,150.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,ALMARAI BUTTER GHEE 6/1600G,242795,2.5,kg,Replaced by source ingredient: TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,AL MARAI UHT MILF FF 12/1LTR,DR000005,1.0,l,Replaced by source ingredient: TAFGA MARAI COOKING CREAM 12/1LTR
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,300.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,150.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,ALMARAI BUTTER GHEE 6/1600G,242795,1.5,l,Replaced by source ingredient: TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,185836,60.0,g,Replaced by source ingredient: Black peppercorns
Pasta ala normah KBR-384 ONEGO V3,RCP-059-PASTAALANO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta ala normah Ingredients.100 pax.docx,TAFGA LUNA TOMATO PASTE 24/400G,103023,15.0,kg,Replaced by source ingredient: TOMATO (ADY)
Pasta ala normah KBR-384 ONEGO V3,RCP-059-PASTAALANO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta ala normah Ingredients.100 pax.docx,EASTERN GARLIC POWDER 24/200G,401030,500.0,g,Replaced by source ingredient: GARLIC  (CHINA)
Pasta ala normah KBR-384 ONEGO V3,RCP-059-PASTAALANO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta ala normah Ingredients.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,200.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Pasta with Tomato Sauce KBR-384 ONEGO V3,RCP-060-PASTAWITHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,200.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Pasta with Tomato Sauce KBR-384 ONEGO V3,RCP-060-PASTAWITHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,EASTERN GARLIC POWDER 24/200G,401030,300.0,g,Replaced by source ingredient: GARLIC  (CHINA)
Pasta with Tomato Sauce KBR-384 ONEGO V3,RCP-060-PASTAWITHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,250.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Penne pasta KBR-384 ONEGO V3,RCP-061-PENNEPASTA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,200.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Penne pasta KBR-384 ONEGO V3,RCP-061-PENNEPASTA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,EASTERN GARLIC POWDER 24/200G,401030,500.0,g,Replaced by source ingredient: GARLIC  (CHINA)
Penne pasta KBR-384 ONEGO V3,RCP-061-PENNEPASTA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,500.0,g,Replaced by source ingredient: TAFGA OLIVE OIL 12/500ML
Penne pasta KBR-384 ONEGO V3,RCP-061-PENNEPASTA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,100.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Vegetable Noodles KBR-384 ONEGO V3,RCP-062-VEGETABLEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,EASTERN GARLIC POWDER 24/200G,401030,300.0,g,Replaced by source ingredient: GARLIC  (CHINA)
Vegetable Noodles KBR-384 ONEGO V3,RCP-062-VEGETABLEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,A-(TAFGA) AFFCO SWEET CORN 6/3KG,199838,500.0,ml,Replaced by source ingredient: Chili sauce
Vegetable Noodles KBR-384 ONEGO V3,RCP-062-VEGETABLEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,250.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
arabic Mandi Rice KBR-384 ONEGO V3,RCP-063-ARABICMAND-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,EASTERN GARLIC POWDER 24/200G,401030,400.0,g,Replaced by source ingredient: GARLIC  (CHINA)
arabic Mandi Rice KBR-384 ONEGO V3,RCP-063-ARABICMAND-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,BLACK CARDAMON INDIA  1/1KG,GR002526,40.0,g,Replaced by source ingredient: NIAZ CARDAMON 1/1KG
arabic Mandi Rice KBR-384 ONEGO V3,RCP-063-ARABICMAND-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,600.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
arabic Mandi Rice KBR-384 ONEGO V3,RCP-063-ARABICMAND-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,ALMARAI BUTTER GHEE 6/1600G,242795,2.0,l,Replaced by source ingredient: TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,TAFGA LUNA TOMATO PASTE 24/400G,103023,3.0,kg,Replaced by source ingredient: TOMATO (ADY)
Bukhari Rice KBR-384 ONEGO V3,RCP-065-BUKHARIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,EASTERN GARLIC POWDER 24/200G,401030,400.0,g,Replaced by source ingredient: GARLIC  (CHINA)
Bukhari Rice KBR-384 ONEGO V3,RCP-065-BUKHARIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,A-5 DIAMOND RAISIN 1/10KG,404314,2.0,kg,Replaced by source ingredient: Raisins
Bukhari Rice KBR-384 ONEGO V3,RCP-065-BUKHARIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,550.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Bukhari Rice KBR-384 ONEGO V3,RCP-065-BUKHARIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,A- SPIXA ALMONDS 1/1KG,404350,1.5,kg,Replaced by source ingredient: Toasted almonds or cashews
Chickpea Rice KBR-384 ONEGO V3,RCP-066-CHICKPEARI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Chickpea Rice 100 PAX.docx,A-TOMEX GREEN PEAS 4/2.5KG,404330,3.0,kg,Replaced by source ingredient: AMAL CHICK PEAS # 07 1/15KG
Chickpea Rice KBR-384 ONEGO V3,RCP-066-CHICKPEARI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Chickpea Rice 100 PAX.docx,TAFGA LUNA TOMATO PASTE 24/400G,103023,1.5,kg,Replaced by source ingredient: TOMATO (ADY)
Chinese Egg Fried Rice KBR-384 ONEGO V3,RCP-067-CHINESEEGG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Chinese Egg Fried Rice Recipe.100 pax.docx,EASTERN GARLIC POWDER 24/200G,401030,250.0,g,Replaced by source ingredient: GARLIC  (CHINA)
Chinese Egg Fried Rice KBR-384 ONEGO V3,RCP-067-CHINESEEGG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Chinese Egg Fried Rice Recipe.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,150.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Plain Kabsa Rice KBR-384 ONEGO V3,RCP-070-PLAINKABSA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Plain Kabsa Rice Recipe.100 pax.docx,ALMARAI BUTTER GHEE 6/1600G,242795,1.5,kg,Replaced by source ingredient: TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR
Plain Kabsa Rice KBR-384 ONEGO V3,RCP-070-PLAINKABSA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Plain Kabsa Rice Recipe.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,250.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Plain Kabsa Rice KBR-384 ONEGO V3,RCP-070-PLAINKABSA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Plain Kabsa Rice Recipe.100 pax.docx,A-5 DIAMOND RAISIN 1/10KG,404314,1.0,kg,Replaced by source ingredient: Raisins
Pulao Rice KBR-384 ONEGO V3,RCP-072-PULAORICE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Pulao Rice. 100 pax.docx,ALMARAI BUTTER GHEE 6/1600G,242795,1.5,l,Replaced by source ingredient: TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR
Pulao Rice KBR-384 ONEGO V3,RCP-072-PULAORICE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Pulao Rice. 100 pax.docx,A-TOMEX VEG MIXED VEG 4/2.5KG,404332,4.0,kg,Replaced by source ingredient: Mixed Vegetables
Pulao Rice KBR-384 ONEGO V3,RCP-072-PULAORICE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Pulao Rice. 100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,300.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Pulao Rice KBR-384 ONEGO V3,RCP-072-PULAORICE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Pulao Rice. 100 pax.docx,SHAN CORIANDER POWDER  10/1KG,GR000553,500.0,g,Replaced by source ingredient: CORIANDER LEAVES (BDL)
Sayadiyah Rice KBR-384 ONEGO V3,RCP-073-SAYADIYAHR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Sayadiyah Rice.100 pax.docx,EASTERN GARLIC POWDER 24/200G,401030,400.0,g,Replaced by source ingredient: GARLIC  (CHINA)
