recipe_name,recipe_code,source_file,source_line_no,source_ingredient_name,source_quantity,source_unit,upload_ingredient_name,upload_item_code,upload_quantity_for_1_serving,upload_unit,match_status
Dal Masoor (Breakfast Items 1) KBR-384 ONEGO V3,RCP-008-DALMASOOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dal Masoor.100 pax.docx,7,Turmeric Powder,120.0,g,SHAN TURMERIC POWDER  10/1KG,GR000043,1.2,g,preferred_phrase
Dal Masoor (Breakfast Items 1) KBR-384 ONEGO V3,RCP-008-DALMASOOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dal Masoor.100 pax.docx,8,Red Chili Powder,150.0,g,SHAN RED CHILLI POWDER 10/1KG,GR000042,1.5,g,preferred_phrase
Dal Masoor (Breakfast Items 1) KBR-384 ONEGO V3,RCP-008-DALMASOOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dal Masoor.100 pax.docx,9,Coriander Powder,300.0,g,SHAN CORIANDER POWDER  10/1KG,GR000553,3,g,preferred_phrase
Dal Masoor (Breakfast Items 1) KBR-384 ONEGO V3,RCP-008-DALMASOOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dal Masoor.100 pax.docx,10,Cumin Seeds,120.0,g,SHAN CUMIN WHOLE  10/1KG,GR000554,1.2,g,preferred_phrase
Dal Masoor (Breakfast Items 1) KBR-384 ONEGO V3,RCP-008-DALMASOOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dal Masoor.100 pax.docx,11,Garam Masala,120.0,g,SHAN KORMA MASALA 10/1KG,GR001943,1.2,g,preferred_phrase
Dal Masoor (Breakfast Items 1) KBR-384 ONEGO V3,RCP-008-DALMASOOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dal Masoor.100 pax.docx,12,Salt,400.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,4,g,preferred_phrase
Dal Masoor (Breakfast Items 1) KBR-384 ONEGO V3,RCP-008-DALMASOOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dal Masoor.100 pax.docx,13,Cooking Oil or Ghee,2.5,l,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,221871,0.025,l,preferred_phrase
Dal Masoor (Breakfast Items 1) KBR-384 ONEGO V3,RCP-008-DALMASOOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dal Masoor.100 pax.docx,14,Garlic,500.0,g,GARLIC  (CHINA),PR000018,5,g,preferred_phrase
Dal Masoor (Breakfast Items 1) KBR-384 ONEGO V3,RCP-008-DALMASOOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dal Masoor.100 pax.docx,15,Dry Red Chilies,100.0,g,Dry Red Chilies,RCPMIS-CLEAN-008-DRYREDCH,1,g,unmatched
Dal Masoor (Breakfast Items 1) KBR-384 ONEGO V3,RCP-008-DALMASOOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dal Masoor.100 pax.docx,16,Cumin Seeds,100.0,g,SHAN CUMIN WHOLE  10/1KG,GR000554,1,g,preferred_phrase
Dal Masoor (Breakfast Items 1) KBR-384 ONEGO V3,RCP-008-DALMASOOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dal Masoor.100 pax.docx,17,Fresh Coriander Leaves,1.0,kg,CORIANDER LEAVES (BDL),PR000062,0.01,kg,preferred_phrase
Dal Masoor (Breakfast Items 1) KBR-384 ONEGO V3,RCP-008-DALMASOOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dal Masoor.100 pax.docx,18,Lemon,20.0,pieces,LEMON (AFRICAN/TURKEY),PR000090,0.2,pieces,preferred_phrase
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,1,Dall Mongo,15.0,kg,A-TAFGA MELLOW DAL MOONG WHL 1/15KG,180808,0.15,kg,preferred_phrase
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,2,Onions,5.0,kg,DRY ONION (LOCAL),PR000020,0.05,kg,preferred_phrase
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,3,Tomatoes,5.0,kg,TOMATO (ADY),PR000005,0.05,kg,preferred_phrase
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,4,Garlic,500.0,g,GARLIC  (CHINA),PR000018,5,g,preferred_phrase
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,5,Green chilies,300.0,g,GREEN CHILLI (INDIAN),PR000016,3,g,preferred_phrase
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,6,Ginger,250.0,g,GINGER (CHINA),PR000019,2.5,g,preferred_phrase
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,7,Vegetable oil / Ghee,2.5,l,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,221871,0.025,l,preferred_phrase
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,8,Cumin seeds,100.0,g,SHAN CUMIN WHOLE  10/1KG,GR000554,1,g,preferred_phrase
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,9,Coriander powder,200.0,g,SHAN CORIANDER POWDER  10/1KG,GR000553,2,g,preferred_phrase
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,10,Turmeric powder,50.0,g,SHAN TURMERIC POWDER  10/1KG,GR000043,0.5,g,preferred_phrase
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,11,Red chili powder,100.0,g,SHAN RED CHILLI POWDER 10/1KG,GR000042,1,g,preferred_phrase
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,12,Garam masala,50.0,g,SHAN KORMA MASALA 10/1KG,GR001943,0.5,g,preferred_phrase
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,13,Fresh coriander leaves,500.0,g,CORIANDER LEAVES (BDL),PR000062,5,g,preferred_phrase
Foul Medames KBR-384 ONEGO V3,RCP-010-FOULMEDAME-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Foul Medames.01 pax.docx,1,Fava beans,100.0,g,A-TFGA LUNA FOUL MEDAMAS 24/400G,191262,100,g,preferred_phrase
Foul Medames KBR-384 ONEGO V3,RCP-010-FOULMEDAME-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Foul Medames.01 pax.docx,2,Olive oil,5.0,ml,TAFGA OLIVE OIL 12/500ML,185208,5,ml,preferred_phrase
Foul Medames KBR-384 ONEGO V3,RCP-010-FOULMEDAME-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Foul Medames.01 pax.docx,3,Lemon juice,5.0,ml,TFG MOONATY LEMON JUICE 12/1LTR,429366,5,ml,preferred_phrase
Boiled Eggs KBR-384 ONEGO V3,RCP-011-BOILEDEGGS-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Boiled Eggs.docx,1,Fresh Eggs,100.0,pieces,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,1,pieces,preferred_phrase
Boiled Eggs KBR-384 ONEGO V3,RCP-011-BOILEDEGGS-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Boiled Eggs.docx,2,Fine Salt,60.0,ml,TAFGA REHAN SALT IODIZED 24/700G,166780,0.6,ml,preferred_phrase
Boiled Eggs KBR-384 ONEGO V3,RCP-011-BOILEDEGGS-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Boiled Eggs.docx,3,Water,40.0,l,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,0.4,l,preferred_phrase
Cheese Omelette.with onion tomato KBR-384 ONEGO V3,RCP-012-CHEESEOMEL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Cheese Omelette.with onion tomato 01 pax.docx,1,Eggs,2.0,pieces,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,2,pieces,preferred_phrase
Cheese Omelette.with onion tomato KBR-384 ONEGO V3,RCP-012-CHEESEOMEL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Cheese Omelette.with onion tomato 01 pax.docx,2,Onion,20.0,g,DRY ONION (LOCAL),PR000020,20,g,preferred_phrase
Cheese Omelette.with onion tomato KBR-384 ONEGO V3,RCP-012-CHEESEOMEL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Cheese Omelette.with onion tomato 01 pax.docx,3,Tomato,20.0,g,TOMATO (ADY),PR000005,20,g,preferred_phrase
Cheese Omelette.with onion tomato KBR-384 ONEGO V3,RCP-012-CHEESEOMEL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Cheese Omelette.with onion tomato 01 pax.docx,4,Butter or cooking oil,5.0,g,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,221871,5,g,preferred_phrase
Cheese Omelette.with onion tomato KBR-384 ONEGO V3,RCP-012-CHEESEOMEL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Cheese Omelette.with onion tomato 01 pax.docx,5,Cheese slice,1.0,pieces,TAFGA SLICED CHEESE 9/800G,171301,1,pieces,preferred_phrase
Cheese Omelette.with onion tomato KBR-384 ONEGO V3,RCP-012-CHEESEOMEL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Cheese Omelette.with onion tomato 01 pax.docx,6,Add cheese,1.0,pieces,TAFGA SLICED CHEESE 9/800G,171301,1,pieces,preferred_phrase
Egg Shakshuka KBR-384 ONEGO V3,RCP-013-EGGSHAKSHU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Egg Shakshuka.01 pax.docx,1,Eggs,2.0,pieces,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,1,pieces,preferred_phrase
Egg Shakshuka KBR-384 ONEGO V3,RCP-013-EGGSHAKSHU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Egg Shakshuka.01 pax.docx,2,Tomatoes,150.0,g,TOMATO (ADY),PR000005,75,g,preferred_phrase
Egg Shakshuka KBR-384 ONEGO V3,RCP-013-EGGSHAKSHU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Egg Shakshuka.01 pax.docx,3,Onion,50.0,g,DRY ONION (LOCAL),PR000020,25,g,preferred_phrase
Egg Shakshuka KBR-384 ONEGO V3,RCP-013-EGGSHAKSHU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Egg Shakshuka.01 pax.docx,4,Red bell pepper,50.0,g,GREEN PEPPER (LBN),PR000009,25,g,preferred_phrase
Egg Shakshuka KBR-384 ONEGO V3,RCP-013-EGGSHAKSHU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Egg Shakshuka.01 pax.docx,5,Olive oil,15.0,ml,TAFGA OLIVE OIL 12/500ML,185208,7.5,ml,preferred_phrase
Egg Shakshuka KBR-384 ONEGO V3,RCP-013-EGGSHAKSHU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Egg Shakshuka.01 pax.docx,6,Fresh parsley,15.0,ml,Fresh parsley,RCPMIS-CLEAN-009-FRESHPAR,7.5,ml,unmatched
Egg with Potato KBR-384 ONEGO V3,RCP-014-EGGWITHPOT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Egg with Potato Recipe.01 serving.docx,1,Egg,2.0,pieces,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,2,pieces,preferred_phrase
Egg with Potato KBR-384 ONEGO V3,RCP-014-EGGWITHPOT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Egg with Potato Recipe.01 serving.docx,2,Potato,100.0,g,POTATO (LOCAL),PR000022,100,g,preferred_phrase
Egg with Potato KBR-384 ONEGO V3,RCP-014-EGGWITHPOT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Egg with Potato Recipe.01 serving.docx,3,Olive oil,5.0,ml,TAFGA OLIVE OIL 12/500ML,185208,5,ml,preferred_phrase
Fried Eggs.2 pcs KBR-384 ONEGO V3,RCP-015-FRIEDEGGS2-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Fried Eggs.2 pcs.docx,1,eggs,2.0,pieces,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,2,pieces,preferred_phrase
Fried Eggs.2 pcs KBR-384 ONEGO V3,RCP-015-FRIEDEGGS2-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Fried Eggs.2 pcs.docx,2,oil or butter,5.0,ml,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,5,ml,preferred_phrase
Omlette with onion and tomato KBR-384 ONEGO V3,RCP-016-OMLETTEWIT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Omlette with onion and tomato 01 pax.docx,1,Eggs,2.0,pieces,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,2,pieces,preferred_phrase
Omlette with onion and tomato KBR-384 ONEGO V3,RCP-016-OMLETTEWIT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Omlette with onion and tomato 01 pax.docx,2,Onion,30.0,g,DRY ONION (LOCAL),PR000020,30,g,preferred_phrase
Omlette with onion and tomato KBR-384 ONEGO V3,RCP-016-OMLETTEWIT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Omlette with onion and tomato 01 pax.docx,3,Tomato,30.0,g,TOMATO (ADY),PR000005,30,g,preferred_phrase
Omlette with onion and tomato KBR-384 ONEGO V3,RCP-016-OMLETTEWIT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Omlette with onion and tomato 01 pax.docx,4,Cooking oil or butter,5.0,g,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,221871,5,g,preferred_phrase
Omlette with onion and tomato KBR-384 ONEGO V3,RCP-016-OMLETTEWIT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Omlette with onion and tomato 01 pax.docx,5,Salt,1.25,ml,TAFGA REHAN SALT IODIZED 24/700G,166780,1.25,ml,preferred_phrase
Pan omelette KBR-384 ONEGO V3,RCP-017-PANOMELETT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Pan omelette.docx,1,Fresh Eggs,200.0,pieces,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,2,pieces,preferred_phrase
Pan omelette KBR-384 ONEGO V3,RCP-017-PANOMELETT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Pan omelette.docx,2,Whole Milk or Water,720.0,ml,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,7.2,ml,preferred_phrase
Pan omelette KBR-384 ONEGO V3,RCP-017-PANOMELETT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Pan omelette.docx,3,Fine Salt,60.0,ml,TAFGA REHAN SALT IODIZED 24/700G,166780,0.6,ml,preferred_phrase
Pan omelette KBR-384 ONEGO V3,RCP-017-PANOMELETT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Pan omelette.docx,4,Finely Ground White or Black Pepper,30.0,ml,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,185836,0.3,ml,preferred_phrase
Pan omelette KBR-384 ONEGO V3,RCP-017-PANOMELETT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Pan omelette.docx,5,Unsalted Butter,450.0,g,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,4.5,g,preferred_phrase
Plan cheese omlette KBR-384 ONEGO V3,RCP-018-PLANCHEESE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Plan cheese omlette.docx,1,Eggs,2.0,pieces,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,2,pieces,preferred_phrase
Plan cheese omlette KBR-384 ONEGO V3,RCP-018-PLANCHEESE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Plan cheese omlette.docx,2,Salt,1.25,ml,TAFGA REHAN SALT IODIZED 24/700G,166780,1.25,ml,preferred_phrase
Plan cheese omlette KBR-384 ONEGO V3,RCP-018-PLANCHEESE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Plan cheese omlette.docx,3,Cheese slice,1.0,pieces,TAFGA SLICED CHEESE 9/800G,171301,1,pieces,preferred_phrase
Scrambled Eggs KBR-384 ONEGO V3,RCP-019-SCRAMBLEDE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Scrambled Eggs.01 pax.docx,1,Eggs,2.0,pieces,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,2,pieces,preferred_phrase
Scrambled Eggs KBR-384 ONEGO V3,RCP-019-SCRAMBLEDE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Scrambled Eggs.01 pax.docx,2,Milk,15.0,ml,AL MARAI UHT MILF FF 12/1LTR,DR000005,15,ml,preferred_phrase
Scrambled Eggs KBR-384 ONEGO V3,RCP-019-SCRAMBLEDE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Scrambled Eggs.01 pax.docx,3,Butter or oil,5.0,ml,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,5,ml,preferred_phrase
Vegetable Omelette KBR-384 ONEGO V3,RCP-020-VEGETABLEO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Vegetable Omelette.01 serving.docx,1,eggs,2.0,pieces,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,2,pieces,preferred_phrase
Vegetable Omelette KBR-384 ONEGO V3,RCP-020-VEGETABLEO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Vegetable Omelette.01 serving.docx,2,chopped onion,60.0,ml,DRY ONION (LOCAL),PR000020,60,ml,preferred_phrase
Vegetable Omelette KBR-384 ONEGO V3,RCP-020-VEGETABLEO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Vegetable Omelette.01 serving.docx,3,chopped tomato,60.0,ml,TOMATO (ADY),PR000005,60,ml,preferred_phrase
Vegetable Omelette KBR-384 ONEGO V3,RCP-020-VEGETABLEO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Vegetable Omelette.01 serving.docx,4,chopped bell pepper,60.0,ml,GREEN PEPPER (LBN),PR000009,60,ml,preferred_phrase
Vegetable Omelette KBR-384 ONEGO V3,RCP-020-VEGETABLEO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Vegetable Omelette.01 serving.docx,5,chopped spinach or other greens,60.0,ml,TFG BOREAL/TOMEX BELGIUM SPINACH 4/2.5KG,139837,60,ml,preferred_phrase
Vegetable Omelette KBR-384 ONEGO V3,RCP-020-VEGETABLEO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Vegetable Omelette.01 serving.docx,6,olive oil or butter,5.0,ml,TAFGA OLIVE OIL 12/500ML,185208,5,ml,preferred_phrase
Egg Curry KBR-384 ONEGO V3,RCP-021-EGGCURRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\Egg_Curry_Recipe_100_Servings.docx,1,Whole Eggs,200.0,pieces,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,2,pieces,preferred_phrase
Egg Curry KBR-384 ONEGO V3,RCP-021-EGGCURRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\Egg_Curry_Recipe_100_Servings.docx,2,Vegetable Oil,950.0,ml,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,221871,9.5,ml,preferred_phrase
Egg Curry KBR-384 ONEGO V3,RCP-021-EGGCURRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\Egg_Curry_Recipe_100_Servings.docx,3,Onions,6.8,kg,DRY ONION (LOCAL),PR000020,0.068,kg,preferred_phrase
Egg Curry KBR-384 ONEGO V3,RCP-021-EGGCURRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\Egg_Curry_Recipe_100_Servings.docx,4,Ginger Paste,350.0,g,GINGER (CHINA),PR000019,3.5,g,preferred_phrase
