item_code,name,ingredient_code,sku,alias,supplier_item_name,unit,category,cuisine_type,cost_per_unit,package_base_quantity,package_base_unit,calories_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g,sodium_per_100g,sugar_per_100g,cooking_yield_percent,shrinkage_percent,raw_weight_per_unit,cooked_weight_per_unit,allergens,is_active
262233,TAFGA NESCAFE CLASIC COFFEE 12/200G,262233,262233,,TAFGA NESCAFE CLASIC COFFEE 12/200G,EA,GROCERY,,19.44125,0.2,kg,2,0.1,0,0,2,0,100,0,1,1,[],TRUE
262241,A-TAFGA NESTLE COFFEEMATE COFE 15/400G,262241,262241,,A-TAFGA NESTLE COFFEEMATE COFE 15/400G,EA,GROCERY,,8.759678,0.4,kg,2,0.1,0,0,2,0,100,0,1,1,[],TRUE
262511,TAFGA GOODY MACARONI ELBOW #33 24/500G,262511,262511,,TAFGA GOODY MACARONI ELBOW #33 24/500G,EA,GROCERY,,4.302311,0.5,kg,371,13,75,1.5,6,2.7,100,0,1,1,"[""wheat"", ""gluten""]",TRUE
265809,GOODY FETTUCCINI 24/450G,265809,265809,,GOODY FETTUCCINI 24/450G,EA,GROCERY,,12.6825,0.45,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
266115,A-TFG MAMIA ROSE WATER 12/430ML,266115,266115,,A-TFG MAMIA ROSE WATER 12/430ML,EA,GROCERY,,1.750384,0.43,l,0,0,0,0,0,0,100,0,1,1,[],TRUE
267491,TAFGA CH/GARDEN MIXED PICKLE 12/1KG,267491,267491,,TAFGA CH/GARDEN MIXED PICKLE 12/1KG,EA,GROCERY,,9.916668,1,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
271485,TAFGA MAWASIM/BADAR TEA BAG 36/100CT,271485,271485,,TAFGA MAWASIM/BADAR TEA BAG 36/100CT,PAK,GROCERY,,5.361117,100,pieces,250,5,45,5,100,5,100,0,1,1,[],TRUE
273104,A-AFFCO FISH SAUCE 12/700ML,273104,273104,,A-AFFCO FISH SAUCE 12/700ML,EA,GROCERY,,4.58335,0.7,l,120,20,0,4,60,0,75,25,1,0.75,"[""fish""]",TRUE
275514,TAFGA GOODY VERMICELLI CUT 24/500G,275514,275514,,TAFGA GOODY VERMICELLI CUT 24/500G,EA,GROCERY,,4.275836,0.5,kg,371,13,75,1.5,6,2.7,100,0,1,1,"[""wheat"", ""gluten""]",TRUE
275516,A-TAFGA GOODY P/NUT BTR CRMY 12/340G,275516,275516,,A-TAFGA GOODY P/NUT BTR CRMY 12/340G,EA,GROCERY,,10.282538,0.34,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
275700,A-TFGA MEHRAN BIRIYANI POWDER 48/50G,275700,275700,,A-TFGA MEHRAN BIRIYANI POWDER 48/50G,EA,GROCERY,,3.958379,0.05,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
275962,TAFGA GOODY MAYONNAISE 12/32Z,275962,275962,,TAFGA GOODY MAYONNAISE 12/32Z,EA,GROCERY,,19.921474,0.90718474,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
276502,A-MEHRAN KAUSRI METHILEAVES 12/50G,276502,276502,,A-MEHRAN KAUSRI METHILEAVES 12/50G,EA,GROCERY,,1.667962,0.05,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
279340,A-TFGA MEHRAN TIKKA MASALA 12/50G,279340,279340,,A-TFGA MEHRAN TIKKA MASALA 12/50G,EA,GROCERY,,3.666671,0.05,kg,282,12,50,14,20,2,100,0,1,1,[],TRUE
279694,AL MARAI EXTRA VIRGIN OLIVE OIL 12/500ML,279694,279694,,AL MARAI EXTRA VIRGIN OLIVE OIL 12/500ML,EA,GROCERY,,27,0.5,l,884,0,0,100,0,0,100,0,1,1,[],TRUE
280423,A-TAFGA HB MIXED FRUITS JAM 12/400G,280423,280423,,A-TAFGA HB MIXED FRUITS JAM 12/400G,EA,GROCERY,,8.73,0.4,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
283518,TAFGA KELLOGS CORN FLAKES 8/1KG,283518,283518,,TAFGA KELLOGS CORN FLAKES 8/1KG,EA,GROCERY,,19.948629,1,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
285358,EASTERN KABSA SPICE MIX 24/200G,285358,285358,,EASTERN KABSA SPICE MIX 24/200G,EA,GROCERY,,11.63045,0.2,kg,282,12,50,14,20,2,100,0,1,1,[],TRUE
307316,TFGA ADELCO CHICK PEAS PWDR INDIA 1/15KG,307316,307316,,TFGA ADELCO CHICK PEAS PWDR INDIA 1/15KG,KG,GROCERY,,4.213724,15,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
367022,MAWASIM VINEGAR WHITE 4/3.78LTR,367022,367022,,MAWASIM VINEGAR WHITE 4/3.78LTR,EA,GROCERY,,8.75045,3.78,l,18,0,0.9,0,2,0.4,100,0,1,1,[],TRUE
367989,TAFGA TOMEX FROZEN CAULIFLOWER 4/2.5KG,367989,367989,,TAFGA TOMEX FROZEN CAULIFLOWER 4/2.5KG,EA,GROCERY,,0,2.5,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
368547,AFIA SUNFLOWER OIL 4/2.9LTR,368547,368547,,AFIA SUNFLOWER OIL 4/2.9LTR,EA,GROCERY,,32.999749,2.9,l,884,0,0,100,0,0,100,0,1,1,[],TRUE
369548,TAFGA TANG MANGO 6/2 KG,369548,369548,,TAFGA TANG MANGO 6/2 KG,EA,GROCERY,,39.09585,2,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
369549,TAFGA TANG ORANGE 6/2 KG,369549,369549,,TAFGA TANG ORANGE 6/2 KG,EA,GROCERY,,39.13155,2,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
372862,TAFGA NESCAFE RED MUG INST COFEE 6/200G,372862,372862,,TAFGA NESCAFE RED MUG INST COFEE 6/200G,EA,GROCERY,,31.955556,0.2,kg,2,0.1,0,0,2,0,100,0,1,1,[],TRUE
374218,AFIA EXTRA VIRGIN OLIVE OIL 12/1LTR,374218,374218,,AFIA EXTRA VIRGIN OLIVE OIL 12/1LTR,EA,GROCERY,,50.50035,1,l,884,0,0,100,0,0,100,0,1,1,[],TRUE
376366,ALMARAI MILK POWDER F/C 2KG+500G 6/2.5KG,376366,376366,,ALMARAI MILK POWDER F/C 2KG+500G 6/2.5KG,EA,GROCERY,,77.44,2.5,kg,61,3.2,4.8,3.3,43,5.1,100,0,1,1,"[""milk""]",TRUE
378292,A-TFG AL KABEER HASHBROWN POTATO 4/2.5KG,378292,378292,,A-TFG AL KABEER HASHBROWN POTATO 4/2.5KG,EA,GROCERY,,28.75,2.5,kg,77,2,17,0.1,6,0.8,83,17,1,0.83,[],TRUE
379941,TAJ MAHAL PUNJABI RICE 4/10KG,379941,379941,,TAJ MAHAL PUNJABI RICE 4/10KG,BAG,GROCERY,,60.41065,10,kg,365,7.1,80,0.7,5,0.1,100,0,1,1,[],TRUE
381884,A-TAFGA LIPTON TEA CATERING PACK 36/100CT,381884,381884,,A-TAFGA LIPTON TEA CATERING PACK 36/100CT,EA,GROCERY,,8.89171,100,pieces,250,5,45,5,100,5,100,0,1,1,[],TRUE
381887,A-TAFGA GOODY WHOLE PEELED TOMATO 6/#10,381887,381887,,A-TAFGA GOODY WHOLE PEELED TOMATO 6/#10,EA,GROCERY,,17.90219,,,18,0.9,3.9,0.2,5,2.6,95,5,1,0.95,[],TRUE
385486,FRESHLY YELLOW MUSTARD PASTE 12/8OZ,385486,385486,,FRESHLY YELLOW MUSTARD PASTE 12/8OZ,EA,GROCERY,,6.865116,0.22679619,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
386163,A-MELOW INDIAN YELLOW SPLIT CHICK PEAS 1/15KG,386163,386163,,A-MELOW INDIAN YELLOW SPLIT CHICK PEAS 1/15KG,KG,GROCERY,,5.560805,15,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
386761,GOODY PASTA #11 PENNE LISCE 24/500G,386761,386761,,GOODY PASTA #11 PENNE LISCE 24/500G,EA,GROCERY,,4.277181,0.5,kg,371,13,75,1.5,6,2.7,100,0,1,1,"[""wheat"", ""gluten""]",TRUE
386762,GOODY PASTA #20 SPAGHETTI 24/450,386762,386762,,GOODY PASTA #20 SPAGHETTI  24/450,EA,GROCERY,,4.313105,,,371,13,75,1.5,6,2.7,100,0,1,1,"[""wheat"", ""gluten""]",TRUE
391367,SHAMS SUNFLOWER OIL 2/9LTR,391367,391367,,SHAMS SUNFLOWER OIL 2/9LTR,EA,GROCERY,,65.00125,9,l,884,0,0,100,0,0,100,0,1,1,[],TRUE
392483,NESCAFE CLASSIC COFFEE 12/190G,392483,392483,,NESCAFE CLASSIC COFFEE 12/190G,EA,GROCERY,,25.3725,0.19,kg,2,0.1,0,0,2,0,100,0,1,1,[],TRUE
401030,EASTERN GARLIC POWDER 24/200G,401030,401030,,EASTERN GARLIC POWDER 24/200G,EA,GROCERY,,9.96835,0.2,kg,149,6.4,33.1,0.5,17,1,87,13,1,0.87,[],TRUE
401170,A- TAFGA FRESHLY SMOKED PAPRIKA 6/16Z,401170,401170,,A- TAFGA FRESHLY SMOKED PAPRIKA 6/16Z,EA,GROCERY,,39.166675,0.45359237,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
401443,LIPTON GREEN TEA MINT 12/50/1.3G,401443,401443,,LIPTON GREEN TEA MINT 12/50/1.3G,PAK,GROCERY,,16.91665,0.065,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
401444,LIPTON GREEN TEA LEMON 12/50/1.3G,401444,401444,,LIPTON GREEN TEA LEMON 12/50/1.3G,PAK,GROCERY,,16.916667,0.065,kg,29,1.1,9.3,0.3,2,2.5,60,40,1,0.6,[],TRUE
402514,A- MAKATI CHINESE NOODLES 30/200G,402514,402514,,A- MAKATI CHINESE NOODLES 30/200G,EA,GROCERY,,5.013421,0.2,kg,371,13,75,1.5,6,2.7,100,0,1,1,"[""wheat"", ""gluten""]",TRUE
403715,A-HB ORANGE JAM 12/400G,403715,403715,,A-HB ORANGE JAM 12/400G,EA,GROCERY,,0,0.4,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
404298,A-TAFGA SB OKRA ZERO 20/400G,404298,404298,,A-TAFGA SB OKRA ZERO 20/400G,EA,GROCERY,,6.4,0.4,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
404314,A-5 DIAMOND RAISIN 1/10KG,404314,404314,,A-5 DIAMOND RAISIN 1/10KG,KG,GROCERY,,17.17747,10,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
404321,A-MELLOW LENTIL BROWN WHOLE 1/15KG,404321,404321,,A-MELLOW LENTIL BROWN WHOLE 1/15KG,KG,GROCERY,,4.162565,15,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
404322,A-ADELCO COCONUT POWDR 1/7KG,404322,404322,,A-ADELCO COCONUT POWDR 1/7KG,EA,GROCERY,,93.1168,7,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
404324,A- ALBAYAT SAUDI SUGAR 1/50KG,404324,404324,,A- ALBAYAT SAUDI SUGAR 1/50KG,KG,GROCERY,,2.232922,50,kg,387,0,100,0,1,100,100,0,1,1,[],TRUE
404330,A-TOMEX GREEN PEAS 4/2.5KG,404330,404330,,A-TOMEX GREEN PEAS 4/2.5KG,EA,GROCERY,,15.92412,2.5,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
404331,A-TOMEX CUT GREEN BEAN 4/2.5KG,404331,404331,,A-TOMEX CUT GREEN BEAN 4/2.5KG,EA,GROCERY,,15.157793,2.5,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
404332,A-TOMEX VEG MIXED VEG 4/2.5KG,404332,404332,,A-TOMEX VEG MIXED VEG 4/2.5KG,EA,GROCERY,,14.383149,2.5,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
404344,A-NASEEL MUSTARD WHOLE 1/1KG,404344,404344,,A-NASEEL MUSTARD WHOLE 1/1KG,KG,GROCERY,,8,1,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
404349,A- SPIXA CASHEW NUTS 1/1KG,404349,404349,,A- SPIXA CASHEW NUTS 1/1KG,KG,GROCERY,,41.154906,1,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
404350,A- SPIXA ALMONDS 1/1KG,404350,404350,,A- SPIXA ALMONDS 1/1KG,KG,GROCERY,,36.064,1,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
404352,A- SPIXA WALNUT 1/1KG,404352,404352,,A- SPIXA WALNUT 1/1KG,KG,GROCERY,,39,1,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
404353,A- SPIXA PISTACHIO CLEAN 1/1KG,404353,404353,,A- SPIXA PISTACHIO CLEAN 1/1KG,KG,GROCERY,,89.748,1,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
404355,A- NASEEL WHITE SESAME SEEDS 1/1KG,404355,404355,,A- NASEEL WHITE SESAME SEEDS 1/1KG,KG,GROCERY,,13.8,1,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
404596,A-NASEEL LEMON SALT 1/1KG,404596,404596,,A-NASEEL LEMON SALT 1/1KG,KG,GROCERY,,19,1,kg,0,0,0,0,38758,0,100,0,1,1,[],TRUE
404682,A-AL MANAKEL PAPRIKA SWEET JAR 6/1KG,404682,404682,,A-AL MANAKEL PAPRIKA SWEET JAR  6/1KG,KG,GROCERY,,25.76,1,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
404968,NIAZ CORIANDER WHOLE (L189) 1/1KG,404968,404968,,NIAZ CORIANDER WHOLE (L189) 1/1KG,KG,GROCERY,,12.096647,1,kg,282,12,50,14,20,2,100,0,1,1,[],TRUE
405128,FC FOOD COLOUR RED 6/12/28ML,405128,405128,,FC FOOD COLOUR RED 6/12/28ML,PAK,GROCERY,,33,0.336,l,250,5,45,5,100,5,100,0,1,1,[],TRUE
429366,TFG MOONATY LEMON JUICE 12/1LTR,429366,429366,,TFG MOONATY LEMON JUICE 12/1LTR,EA,GROCERY,,4.294038,1,l,45,0.3,11,0.1,3,10,100,0,1,1,[],TRUE
430698,RASNA POWDERED DRINK MANGO 6/2KG,430698,430698,,RASNA POWDERED DRINK MANGO 6/2KG,EA,GROCERY,,26.66665,2,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
GR000041,SHAN CURRY POWDER 10/1KG,GR000041,GR000041,,SHAN CURRY POWDER 10/1KG,EA,GROCERY,,19.002413,1,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
GR000042,SHAN RED CHILLI POWDER 10/1KG,GR000042,GR000042,,SHAN RED CHILLI POWDER 10/1KG,EA,GROCERY,,19.002124,1,kg,282,12,50,14,20,2,100,0,1,1,[],TRUE
GR000043,SHAN TURMERIC POWDER 10/1KG,GR000043,GR000043,,SHAN TURMERIC POWDER  10/1KG,EA,GROCERY,,14.973308,1,kg,282,12,50,14,20,2,100,0,1,1,[],TRUE
GR000553,SHAN CORIANDER POWDER 10/1KG,GR000553,GR000553,,SHAN CORIANDER POWDER  10/1KG,KG,GROCERY,,14.5,1,kg,282,12,50,14,20,2,100,0,1,1,[],TRUE
GR000554,SHAN CUMIN WHOLE 10/1KG,GR000554,GR000554,,SHAN CUMIN WHOLE  10/1KG,KG,GROCERY,,22.251359,1,kg,282,12,50,14,20,2,100,0,1,1,[],TRUE
GR000583,SHAN CUMIN POWDER 10/1KG,GR000583,GR000583,,SHAN CUMIN POWDER 10/1KG,KG,GROCERY,,29,1,kg,282,12,50,14,20,2,100,0,1,1,[],TRUE
GR001017,SHAN BLACK PEPPER WHOLE 10/1KG,GR001017,GR001017,,SHAN BLACK PEPPER WHOLE 10/1KG,KG,GROCERY,,36,1,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
GR001018,MAA HALEEM MASALA 10/1KG,GR001018,GR001018,,MAA HALEEM MASALA 10/1KG,KG,GROCERY,,33.5,1,kg,282,12,50,14,20,2,100,0,1,1,[],TRUE
GR001426,NZMP WHOLE MILK POWDER 1/25KG,GR001426,GR001426,,NZMP WHOLE MILK POWDER 1/25KG,KG,GROCERY,,23.534685,25,kg,61,3.2,4.8,3.3,43,5.1,100,0,1,1,"[""milk""]",TRUE
GR001943,SHAN KORMA MASALA 10/1KG,GR001943,GR001943,,SHAN KORMA MASALA 10/1KG,KG,GROCERY,,45.00915,1,kg,282,12,50,14,20,2,100,0,1,1,[],TRUE
GR002099,MAA NIHARI MASALA 48/60G,GR002099,GR002099,,MAA NIHARI MASALA  48/60G,EA,GROCERY,,3.22917,0.06,kg,282,12,50,14,20,2,100,0,1,1,[],TRUE
GR002526,BLACK CARDAMON INDIA 1/1KG,GR002526,GR002526,,BLACK CARDAMON INDIA  1/1KG,KG,GROCERY,,113,1,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
GR002636,SHAN TANDOORI MASALA 1/1KG,GR002636,GR002636,,SHAN TANDOORI MASALA 1/1KG,KG,GROCERY,,33.5,1,kg,282,12,50,14,20,2,100,0,1,1,[],TRUE
GR003046,AMAL CHICK PEAS # 07 1/15KG,GR003046,GR003046,,AMAL CHICK PEAS # 07 1/15KG,KG,GROCERY,,4.294154,15,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
GR003330,AKBRI PUNJABI BASMATI RICE 4/10KG,GR003330,GR003330,,AKBRI PUNJABI BASMATI RICE 4/10KG,PAK,GROCERY,,64.74359,10,kg,365,7.1,80,0.7,5,0.1,100,0,1,1,[],TRUE
GR003477,NIAZ BLACK PEPPER WHOLE 1/1KG,GR003477,GR003477,,NIAZ BLACK PEPPER WHOLE 1/1KG,KG,GROCERY,,36,1,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
GR003481,NIAZ CINNAMON STICK 1/1KG,GR003481,GR003481,,NIAZ CINNAMON STICK 1/1KG,KG,GROCERY,,18.838455,1,kg,282,12,50,14,20,2,100,0,1,1,[],TRUE
GR003482,NIAZ CLOVE WHOLE 1/1KG,GR003482,GR003482,,NIAZ CLOVE WHOLE 1/1KG,KG,GROCERY,,47,1,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
GR003571,NIAZ CARDAMON 1/1KG,GR003571,GR003571,,NIAZ CARDAMON 1/1KG,KG,GROCERY,,147.5,1,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
GR003677,NIAZ BASMATI EXTRA LONG GRAIN XXL 1/40KG,GR003677,GR003677,,NIAZ BASMATI EXTRA LONG GRAIN XXL 1/40KG,KG,GROCERY,,6.45,40,kg,250,5,45,5,100,5,100,0,1,1,[],TRUE
GR003698,MAA CHAAT MASALA TUB 6/750G,GR003698,GR003698,,MAA CHAAT MASALA TUB 6/750G,EA,GROCERY,,22.5,0.75,kg,282,12,50,14,20,2,100,0,1,1,[],TRUE
GR003726,Falcon Indian Long Grain Parboiled Rice 1/40 KG,GR003726,GR003726,,Falcon Indian Long Grain Parboiled Rice 1/40 KG,KG,GROCERY,,3.144444,40,kg,365,7.1,80,0.7,5,0.1,100,0,1,1,[],TRUE
134212,MUTTON CARCAS AUST U-16 1/1KG,134212,134212,,MUTTON CARCAS AUST U-16 1/1KG,KG,MEAT,,29.5,1,kg,294,25,0,21,72,0,70,30,1,0.7,[],TRUE
134213,MUTTON CARCASS UNDER 20 1/1KG,134213,134213,,MUTTON CARCASS UNDER 20 1/1KG,KG,MEAT,,27.6117,1,kg,294,25,0,21,72,0,70,30,1,0.7,[],TRUE
141396,BEEF INDIAN B/LES FOREQUARTER FROZEN 1KG,141396,141396,,BEEF INDIAN B/LES FOREQUARTER FROZEN 1KG,KG,MEAT,,21.068218,,,250,26,0,15,72,0,70,30,1,0.7,[],TRUE
307970,AL KABEER BEEF BURGER ONN BIG 8/1200G,307970,307970,,AL KABEER BEEF BURGER ONN BIG 8/1200G,EA,MEAT,,25,1.2,kg,250,14,5,19,850,1,100,0,1,1,"[""wheat"", ""soy""]",TRUE
MT000237,FROZ BEEF FEET 1/1KG(NATURA FRIG),MT000237,MT000237,,FROZ BEEF FEET 1/1KG(NATURA FRIG),KG,MEAT,,8.408785,1,kg,250,26,0,15,72,0,70,30,1,0.7,[],TRUE
115918,A-TFG DAIM/ORINEX CUTRIT WAX PPR 24/75SQFT,115918,115918,,A-TFG DAIM/ORINEX CUTRIT WAX PPR 24/75SQFT,EA,OPERSUPPLY,,5.883342,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
116248,TAFGA GULF PLASTIC TRAY #3 20/50CT,116248,116248,,TAFGA GULF PLASTIC TRAY #3 20/50CT,PAK,OPERSUPPLY,,6.480833,50,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
116281,PLASCO ROUND PLATE #22 10/50CT,116281,116281,,PLASCO ROUND PLATE #22 10/50CT,PAK,OPERSUPPLY,,8.5,50,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
132767,KITCHEN CLOTH TOWEL 1/12CT,132767,132767,,KITCHEN CLOTH TOWEL 1/12CT,EA,OPERSUPPLY,,1.073821,12,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
132774,MOP HEAD 24Z 1/EA,132774,132774,,MOP HEAD 24Z 1/EA,EA,OPERSUPPLY,,9.8,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
132777,MOP HANDLE (METAL) 1/EA,132777,132777,,MOP HANDLE (METAL) 1/EA,EA,OPERSUPPLY,,13.59077,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
132779,NIBCO HAND BRUSH (SOFT) 1/EA,132779,132779,,NIBCO HAND BRUSH (SOFT) 1/EA,EA,OPERSUPPLY,,4.900533,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
132784,HARD BROOM W/STICK(18IN) 1/EA,132784,132784,,HARD BROOM W/STICK(18IN) 1/EA,EA,OPERSUPPLY,,8.924425,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
132785,"HERO BLACK SOFTBROOM W/STK 16"" 1/EA",132785,132785,,"HERO BLACK SOFTBROOM W/STK 16"" 1/EA",EA,OPERSUPPLY,,11.76045,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
132791,GLOVE DISP 100/100CT,132791,132791,,GLOVE DISP 100/100CT,PAK,OPERSUPPLY,,1.506823,100,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
132795,RUBBER WIPER 45CM 1/EA,132795,132795,,RUBBER WIPER 45CM 1/EA,EA,OPERSUPPLY,,9.800075,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
132915,TAFGA RUBBER WIPER 75CM 1/EA,132915,132915,,TAFGA RUBBER WIPER 75CM 1/EA,EA,OPERSUPPLY,,16.66,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
133204,TAFGA HYNAP NAPKIN 40/250CT,133204,133204,,TAFGA HYNAP NAPKIN 40/250CT,PAK,OPERSUPPLY,,3.624637,250,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
133229,AFFCO ROUND TOOTHPICK 12/150'S,133229,133229,,AFFCO ROUND TOOTHPICK 12/150'S,EA,OPERSUPPLY,,0.416696,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
133283,TFGA TRASH BAG BLUE 10-GAL(3KG) 17/30CT,133283,133283,,TFGA TRASH BAG BLUE 10-GAL(3KG) 17/30CT,PAK,OPERSUPPLY,,1.388235,30,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
133442,WRAPPED TOOTHPICK 1/1000'S,133442,133442,,WRAPPED TOOTHPICK 1/1000'S,CS,OPERSUPPLY,,4.7267,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
139876,CAKE BOXES 30/30/12CM /EA,139876,139876,,CAKE BOXES 30/30/12CM  /EA,EA,OPERSUPPLY,,0.800031,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
140060,TAFGA FOAM LUNCH BOX LB3L 1/100'S,140060,140060,,TAFGA FOAM LUNCH BOX LB3L 1/100'S,CS,OPERSUPPLY,,24.193533,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
140074,ALUMINUM 3 COMP #800/45 1/600CT,140074,140074,,ALUMINUM 3 COMP #800/45  1/600CT,EA,OPERSUPPLY,,0.33852,600,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
140104,INDUSTRIAL WHITE P/TOWEL 80MTR 12/1ROL,140104,140104,,INDUSTRIAL WHITE P/TOWEL 80MTR 12/1ROL,EA,OPERSUPPLY,,3.079985,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
159935,SANDWICH PAPER 20/500CT,159935,159935,,SANDWICH PAPER 20/500CT,PAK,OPERSUPPLY,,5.278153,500,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
164553,TFGA BAMBOO SKEWER 25CM ROSE 1/100CT,164553,164553,,TFGA BAMBOO SKEWER 25CM ROSE 1/100CT,CS,OPERSUPPLY,,1.784531,100,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
165042,KRAFT PAPER BAG #10 1/10KG,165042,165042,,KRAFT PAPER BAG #10 1/10KG,KG,OPERSUPPLY,,7.863355,10,kg,0,0,0,0,0,0,100,0,1,1,[],TRUE
165119,GENPACK CONE WATER CUP-US 25/200CT,165119,165119,,GENPACK CONE WATER CUP-US 25/200CT,PAK,OPERSUPPLY,,6.8272,200,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
165121,STEEL WOOL HEAVY DUTY 1/48CT,165121,165121,,STEEL WOOL HEAVY DUTY 1/48CT,EA,OPERSUPPLY,,1.333334,48,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
169798,TAFGA RUBBER HAND GLOVES 10-10.5 12/EA,169798,169798,,TAFGA RUBBER HAND GLOVES 10-10.5 12/EA,EA,OPERSUPPLY,,2.08485,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
172309,AL HASA TRASH BAG #50 GAL 1/3KG,172309,172309,,AL HASA TRASH BAG #50 GAL 1/3KG,KG,OPERSUPPLY,,43.62202,3,kg,0,0,0,0,0,0,100,0,1,1,[],TRUE
177650,TFG MAXI ROLL 300MTR 6/1ROLL,177650,177650,,TFG MAXI ROLL 300MTR 6/1ROLL,EA,OPERSUPPLY,,5.635049,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
179369,TAFGA CHARCOAL LIGHTER FUEL 12/16Z,179369,179369,,TAFGA CHARCOAL LIGHTER FUEL 12/16Z,EA,OPERSUPPLY,,11.953183,0.45359237,kg,0,0,0,0,0,0,100,0,1,1,[],TRUE
185024,NURSE'S CAP 10/100CT,185024,185024,,NURSE'S CAP 10/100CT,EA,OPERSUPPLY,,3.936849,100,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
185025,APRON DISP 10/100 CT,185025,185025,,APRON DISP 10/100 CT,PAK,OPERSUPPLY,,4.916249,100,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
185784,TAFGA GULF PLASTIC SPOONS 20/50PCS,185784,185784,,TAFGA GULF PLASTIC SPOONS 20/50PCS,PAK,OPERSUPPLY,,1.679051,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
187421,TAFGA OVEN CLEANER 12/300ML,187421,187421,,TAFGA OVEN CLEANER 12/300ML,EA,OPERSUPPLY,,18.333333,0.3,l,0,0,0,0,0,0,100,0,1,1,[],TRUE
188273,TAFGA SCOURING PAD MAOG 40/9CT,188273,188273,,TAFGA SCOURING PAD MAOG 40/9CT,PAK,OPERSUPPLY,,7.10215,9,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
191976,TAFGA ALUMINUM FOIL 6X45X.014MICX100MTR,191976,191976,,TAFGA ALUMINUM FOIL 6X45X.014MICX100MTR,EA,OPERSUPPLY,,26.89628,,,884,0,0,100,0,0,100,0,1,1,[],TRUE
