status,sheet,cuisine_type,menu_category,source_menu_category,row,day,plan_date,meal_type,menu_item,mapped_recipe_code,mapped_recipe_name,reason
skipped,SENIOR MESS NEW-2026,general,senior,senior,24,WEDNESDAY,2026-09-02,lunch,ARABIC BREAD,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,labor,senior,24,WEDNESDAY,2026-09-02,lunch,ARABIC BREAD,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,management_menu,senior,24,WEDNESDAY,2026-09-02,lunch,ARABIC BREAD,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,senior,senior,24,THURSDAY,2026-09-03,lunch,ARABIC BREAD,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,labor,senior,24,THURSDAY,2026-09-03,lunch,ARABIC BREAD,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,management_menu,senior,24,THURSDAY,2026-09-03,lunch,ARABIC BREAD,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,senior,senior,24,FRIDAY,2026-09-04,lunch,ARABIC BREAD,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,labor,senior,24,FRIDAY,2026-09-04,lunch,ARABIC BREAD,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,management_menu,senior,24,FRIDAY,2026-09-04,lunch,ARABIC BREAD,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,senior,senior,25,SATURDAY,2026-09-05,lunch,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,labor,senior,25,SATURDAY,2026-09-05,lunch,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,management_menu,senior,25,SATURDAY,2026-09-05,lunch,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,senior,senior,25,TUESDAY,2026-09-01,lunch,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,labor,senior,25,TUESDAY,2026-09-01,lunch,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,management_menu,senior,25,TUESDAY,2026-09-01,lunch,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,senior,senior,25,WEDNESDAY,2026-09-02,lunch,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,labor,senior,25,WEDNESDAY,2026-09-02,lunch,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,management_menu,senior,25,WEDNESDAY,2026-09-02,lunch,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,senior,senior,25,THURSDAY,2026-09-03,lunch,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,labor,senior,25,THURSDAY,2026-09-03,lunch,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,management_menu,senior,25,THURSDAY,2026-09-03,lunch,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,senior,senior,25,FRIDAY,2026-09-04,lunch,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,labor,senior,25,FRIDAY,2026-09-04,lunch,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,management_menu,senior,25,FRIDAY,2026-09-04,lunch,WATER BTL,,,Support/non-recipe item
mapped,SENIOR MESS NEW-2026,general,senior,senior,26,SATURDAY,2026-09-05,lunch,FRUIT,RCP-003-FRUITSALAD-KBR384ONEGOV3,FRUIT SALAD KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,26,SATURDAY,2026-09-05,lunch,FRUIT,RCP-003-FRUITSALAD-KBR384ONEGOV3,FRUIT SALAD KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,26,SATURDAY,2026-09-05,lunch,FRUIT,RCP-003-FRUITSALAD-KBR384ONEGOV3,FRUIT SALAD KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,26,TUESDAY,2026-09-01,lunch,FRUIT,RCP-003-FRUITSALAD-KBR384ONEGOV3,FRUIT SALAD KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,26,TUESDAY,2026-09-01,lunch,FRUIT,RCP-003-FRUITSALAD-KBR384ONEGOV3,FRUIT SALAD KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,26,TUESDAY,2026-09-01,lunch,FRUIT,RCP-003-FRUITSALAD-KBR384ONEGOV3,FRUIT SALAD KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,26,WEDNESDAY,2026-09-02,lunch,FRUIT,RCP-003-FRUITSALAD-KBR384ONEGOV3,FRUIT SALAD KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,26,WEDNESDAY,2026-09-02,lunch,FRUIT,RCP-003-FRUITSALAD-KBR384ONEGOV3,FRUIT SALAD KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,26,WEDNESDAY,2026-09-02,lunch,FRUIT,RCP-003-FRUITSALAD-KBR384ONEGOV3,FRUIT SALAD KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,26,THURSDAY,2026-09-03,lunch,FRUIT,RCP-003-FRUITSALAD-KBR384ONEGOV3,FRUIT SALAD KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,26,THURSDAY,2026-09-03,lunch,FRUIT,RCP-003-FRUITSALAD-KBR384ONEGOV3,FRUIT SALAD KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,26,THURSDAY,2026-09-03,lunch,FRUIT,RCP-003-FRUITSALAD-KBR384ONEGOV3,FRUIT SALAD KBR-384 ONEGO V3,Matched to recipe upload catalog
skipped,SENIOR MESS NEW-2026,general,senior,senior,26,FRIDAY,2026-09-04,lunch,SOFT DRINK,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,labor,senior,26,FRIDAY,2026-09-04,lunch,SOFT DRINK,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,management_menu,senior,26,FRIDAY,2026-09-04,lunch,SOFT DRINK,,,Support/non-recipe item
mapped,SENIOR MESS NEW-2026,general,senior,senior,26,FRIDAY,2026-09-04,lunch,FRUIT,RCP-003-FRUITSALAD-KBR384ONEGOV3,FRUIT SALAD KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,26,FRIDAY,2026-09-04,lunch,FRUIT,RCP-003-FRUITSALAD-KBR384ONEGOV3,FRUIT SALAD KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,26,FRIDAY,2026-09-04,lunch,FRUIT,RCP-003-FRUITSALAD-KBR384ONEGOV3,FRUIT SALAD KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,27,SATURDAY,2026-09-05,lunch,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,27,SATURDAY,2026-09-05,lunch,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,27,SATURDAY,2026-09-05,lunch,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,27,TUESDAY,2026-09-01,lunch,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,27,TUESDAY,2026-09-01,lunch,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,27,TUESDAY,2026-09-01,lunch,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,27,WEDNESDAY,2026-09-02,lunch,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,27,WEDNESDAY,2026-09-02,lunch,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,27,WEDNESDAY,2026-09-02,lunch,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,27,THURSDAY,2026-09-03,lunch,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,27,THURSDAY,2026-09-03,lunch,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,27,THURSDAY,2026-09-03,lunch,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,27,FRIDAY,2026-09-04,lunch,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,27,FRIDAY,2026-09-04,lunch,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,27,FRIDAY,2026-09-04,lunch,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,28,SATURDAY,2026-09-05,lunch,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,28,SATURDAY,2026-09-05,lunch,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,28,SATURDAY,2026-09-05,lunch,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,28,TUESDAY,2026-09-01,lunch,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,28,TUESDAY,2026-09-01,lunch,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,28,TUESDAY,2026-09-01,lunch,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,28,WEDNESDAY,2026-09-02,lunch,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,28,WEDNESDAY,2026-09-02,lunch,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,28,WEDNESDAY,2026-09-02,lunch,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,28,THURSDAY,2026-09-03,lunch,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,28,THURSDAY,2026-09-03,lunch,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,28,THURSDAY,2026-09-03,lunch,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,28,FRIDAY,2026-09-04,lunch,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,28,FRIDAY,2026-09-04,lunch,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,28,FRIDAY,2026-09-04,lunch,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,31,SATURDAY,2026-09-05,dinner,GRILLED FISH FILLET,RCP-053-GRILLEDFIS-KBR384ONEGOV3,Grilled Fish Fillet KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,31,SATURDAY,2026-09-05,dinner,GRILLED FISH FILLET,RCP-053-GRILLEDFIS-KBR384ONEGOV3,Grilled Fish Fillet KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,31,SATURDAY,2026-09-05,dinner,GRILLED FISH FILLET,RCP-053-GRILLEDFIS-KBR384ONEGOV3,Grilled Fish Fillet KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,31,TUESDAY,2026-09-01,dinner,CHICKEN BROASTED,RCP-026-CHICKENBRO-KBR384ONEGOV3,Chicken Broasted KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,31,TUESDAY,2026-09-01,dinner,CHICKEN BROASTED,RCP-026-CHICKENBRO-KBR384ONEGOV3,Chicken Broasted KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,31,TUESDAY,2026-09-01,dinner,CHICKEN BROASTED,RCP-026-CHICKENBRO-KBR384ONEGOV3,Chicken Broasted KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,31,WEDNESDAY,2026-09-02,dinner,CHICKEN JALFREZI,RCP-032-CHICKENJAL-KBR384ONEGOV3,Chicken Jalfrezi KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,31,WEDNESDAY,2026-09-02,dinner,CHICKEN JALFREZI,RCP-032-CHICKENJAL-KBR384ONEGOV3,Chicken Jalfrezi KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,31,WEDNESDAY,2026-09-02,dinner,CHICKEN JALFREZI,RCP-032-CHICKENJAL-KBR384ONEGOV3,Chicken Jalfrezi KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,31,THURSDAY,2026-09-03,dinner,CHICKEN STRIPE,RCP-038-CRISPYCHIC-KBR384ONEGOV3,Crispy Chicken Strips KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,31,THURSDAY,2026-09-03,dinner,CHICKEN STRIPE,RCP-038-CRISPYCHIC-KBR384ONEGOV3,Crispy Chicken Strips KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,31,THURSDAY,2026-09-03,dinner,CHICKEN STRIPE,RCP-038-CRISPYCHIC-KBR384ONEGOV3,Crispy Chicken Strips KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,31,FRIDAY,2026-09-04,dinner,CHICKEN TIKKA MASALA,RCP-037-CHICKENTIK-KBR384ONEGOV3,Chicken Tikka KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,31,FRIDAY,2026-09-04,dinner,CHICKEN TIKKA MASALA,RCP-037-CHICKENTIK-KBR384ONEGOV3,Chicken Tikka KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,31,FRIDAY,2026-09-04,dinner,CHICKEN TIKKA MASALA,RCP-037-CHICKENTIK-KBR384ONEGOV3,Chicken Tikka KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,32,SATURDAY,2026-09-05,dinner,ALO PALAK,RCP-035-CHICKENPAL-KBR384ONEGOV3,Chicken Palak KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,32,SATURDAY,2026-09-05,dinner,ALO PALAK,RCP-035-CHICKENPAL-KBR384ONEGOV3,Chicken Palak KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,32,SATURDAY,2026-09-05,dinner,ALO PALAK,RCP-035-CHICKENPAL-KBR384ONEGOV3,Chicken Palak KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,32,TUESDAY,2026-09-01,dinner,LONG MARROW,RCP-100-LONEMARROW-KBR384ONEGOV3,LONE MARROW POTATO SWEET PEPPER KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,32,TUESDAY,2026-09-01,dinner,LONG MARROW,RCP-100-LONEMARROW-KBR384ONEGOV3,LONE MARROW POTATO SWEET PEPPER KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,32,TUESDAY,2026-09-01,dinner,LONG MARROW,RCP-100-LONEMARROW-KBR384ONEGOV3,LONE MARROW POTATO SWEET PEPPER KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,32,WEDNESDAY,2026-09-02,dinner,PASTA,RCP-060-PASTAWITHT-KBR384ONEGOV3,Pasta with Tomato Sauce KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,32,WEDNESDAY,2026-09-02,dinner,PASTA,RCP-060-PASTAWITHT-KBR384ONEGOV3,Pasta with Tomato Sauce KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,32,WEDNESDAY,2026-09-02,dinner,PASTA,RCP-060-PASTAWITHT-KBR384ONEGOV3,Pasta with Tomato Sauce KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,32,THURSDAY,2026-09-03,dinner,FRESH SMALL MERROW,RCP-100-LONEMARROW-KBR384ONEGOV3,LONE MARROW POTATO SWEET PEPPER KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,32,THURSDAY,2026-09-03,dinner,FRESH SMALL MERROW,RCP-100-LONEMARROW-KBR384ONEGOV3,LONE MARROW POTATO SWEET PEPPER KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,32,THURSDAY,2026-09-03,dinner,FRESH SMALL MERROW,RCP-100-LONEMARROW-KBR384ONEGOV3,LONE MARROW POTATO SWEET PEPPER KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,32,FRIDAY,2026-09-04,dinner,VIGGES POTATO,RCP-102-ROASTPOTAT-KBR384ONEGOV3,Roast Potatoes KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,32,FRIDAY,2026-09-04,dinner,VIGGES POTATO,RCP-102-ROASTPOTAT-KBR384ONEGOV3,Roast Potatoes KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,32,FRIDAY,2026-09-04,dinner,VIGGES POTATO,RCP-102-ROASTPOTAT-KBR384ONEGOV3,Roast Potatoes KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,33,SATURDAY,2026-09-05,dinner,DHAL MONGO,RCP-049-DALLMONGO-KBR384ONEGOV3,Dall Mongo KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,33,SATURDAY,2026-09-05,dinner,DHAL MONGO,RCP-049-DALLMONGO-KBR384ONEGOV3,Dall Mongo KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,33,SATURDAY,2026-09-05,dinner,DHAL MONGO,RCP-049-DALLMONGO-KBR384ONEGOV3,Dall Mongo KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,33,TUESDAY,2026-09-01,dinner,WHITE BEANS,RCP-041-DAALLOBIA-KBR384ONEGOV3,Daal Lobia KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,33,TUESDAY,2026-09-01,dinner,WHITE BEANS,RCP-041-DAALLOBIA-KBR384ONEGOV3,Daal Lobia KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,33,TUESDAY,2026-09-01,dinner,WHITE BEANS,RCP-041-DAALLOBIA-KBR384ONEGOV3,Daal Lobia KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,33,WEDNESDAY,2026-09-02,dinner,DHAL MASH,RCP-048-DALLMASH-KBR384ONEGOV3,Dall Mash KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,33,WEDNESDAY,2026-09-02,dinner,DHAL MASH,RCP-048-DALLMASH-KBR384ONEGOV3,Dall Mash KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,33,WEDNESDAY,2026-09-02,dinner,DHAL MASH,RCP-048-DALLMASH-KBR384ONEGOV3,Dall Mash KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,33,THURSDAY,2026-09-03,dinner,DHAL MASH,RCP-048-DALLMASH-KBR384ONEGOV3,Dall Mash KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,33,THURSDAY,2026-09-03,dinner,DHAL MASH,RCP-048-DALLMASH-KBR384ONEGOV3,Dall Mash KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,33,THURSDAY,2026-09-03,dinner,DHAL MASH,RCP-048-DALLMASH-KBR384ONEGOV3,Dall Mash KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,33,FRIDAY,2026-09-04,dinner,DHAL CHANA,RCP-007-DALCHANAFR-KBR384ONEGOV3,Dal Chana Fry (Breakfast Items 1) KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,33,FRIDAY,2026-09-04,dinner,DHAL CHANA,RCP-007-DALCHANAFR-KBR384ONEGOV3,Dal Chana Fry (Breakfast Items 1) KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,33,FRIDAY,2026-09-04,dinner,DHAL CHANA,RCP-007-DALCHANAFR-KBR384ONEGOV3,Dal Chana Fry (Breakfast Items 1) KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,34,SATURDAY,2026-09-05,dinner,MANDI RICE,RCP-063-ARABICMAND-KBR384ONEGOV3,arabic Mandi Rice KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,34,SATURDAY,2026-09-05,dinner,MANDI RICE,RCP-063-ARABICMAND-KBR384ONEGOV3,arabic Mandi Rice KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,34,SATURDAY,2026-09-05,dinner,MANDI RICE,RCP-063-ARABICMAND-KBR384ONEGOV3,arabic Mandi Rice KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,34,TUESDAY,2026-09-01,dinner,YELLOW RICE,RCP-077-YELLOWRICE-KBR384ONEGOV3,Yellow Rice KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,34,TUESDAY,2026-09-01,dinner,YELLOW RICE,RCP-077-YELLOWRICE-KBR384ONEGOV3,Yellow Rice KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,34,TUESDAY,2026-09-01,dinner,YELLOW RICE,RCP-077-YELLOWRICE-KBR384ONEGOV3,Yellow Rice KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,34,WEDNESDAY,2026-09-02,dinner,BROWN RICE,RCP-071-PLAINPULAO-KBR384ONEGOV3,Plain Pulao Rice KBR-384 ONEGO V3,Matched to recipe upload catalog
