source_sheet,source_row,item_code,ingredient_name,quantity,unit,unit_cost,amount,status
Sheet1,157,401170,A- TAFGA FRESHLY SMOKED PAPRIKA 6/16Z,4,EA,39.166675,156.6667,converted
Sheet1,158,401443,LIPTON GREEN TEA MINT 12/50/1.3G,6,PAK,16.91665,101.4999,converted
Sheet1,159,401444,LIPTON GREEN TEA LEMON 12/50/1.3G,24,PAK,16.916667,406,converted
Sheet1,160,402514,A- MAKATI CHINESE NOODLES 30/200G,146,EA,5.013421,731.9594,converted
Sheet1,161,403715,A-HB ORANGE JAM 12/400G,0,EA,0,0,converted
Sheet1,162,404298,A-TAFGA SB OKRA ZERO 20/400G,166,EA,6.4,1062.4,converted
Sheet1,163,404314,A-5 DIAMOND RAISIN 1/10KG,60,KG,17.17747,1030.6482,converted
Sheet1,164,404321,A-MELLOW LENTIL BROWN WHOLE 1/15KG,180,KG,4.162565,749.2617,converted
Sheet1,165,404322,A-ADELCO COCONUT POWDR 1/7KG,1,EA,93.1168,93.1168,converted
Sheet1,166,404324,A- ALBAYAT SAUDI SUGAR 1/50KG,1150,KG,2.232922,2567.8607,converted
Sheet1,167,404330,A-TOMEX GREEN PEAS 4/2.5KG,108,EA,15.924119,1719.8049,converted
Sheet1,168,404331,A-TOMEX CUT GREEN BEAN 4/2.5KG,60,EA,15.157793,909.4676,converted
Sheet1,169,404332,A-TOMEX VEG MIXED VEG 4/2.5KG,37,EA,14.383149,532.1765,converted
Sheet1,170,404344,A-NASEEL MUSTARD WHOLE 1/1KG,1,KG,8,8,converted
Sheet1,171,404349,A- SPIXA CASHEW NUTS 1/1KG,18,KG,41.154906,740.7883,converted
Sheet1,172,404350,A- SPIXA ALMONDS 1/1KG,12,KG,36.064,432.768,converted
Sheet1,173,404352,A- SPIXA WALNUT 1/1KG,12,KG,39,468,converted
Sheet1,174,404353,A- SPIXA PISTACHIO CLEAN 1/1KG,19,KG,89.748,1705.212,converted
Sheet1,175,404355,A- NASEEL WHITE SESAME SEEDS 1/1KG,2,KG,13.8,27.6,converted
Sheet1,176,404596,A-NASEEL LEMON SALT 1/1KG,2,KG,19,38,converted
Sheet1,177,404682,A-AL MANAKEL PAPRIKA SWEET JAR 6/1KG,6,KG,25.76,154.56,converted
Sheet1,178,404968,NIAZ CORIANDER WHOLE (L189) 1/1KG,15,KG,12.096647,181.4497,converted
Sheet1,179,405128,FC FOOD COLOUR RED 6/12/28ML,8,PAK,33,264,converted
Sheet1,180,429366,TFG MOONATY LEMON JUICE 12/1LTR,83,EA,4.294039,356.4052,converted
Sheet1,181,430698,RASNA POWDERED DRINK MANGO 6/2KG,5,EA,26.66664,133.3332,converted
Sheet1,182,GR000041,SHAN CURRY POWDER 10/1KG,143,EA,19.002413,2717.3451,converted
