recipe_name,source_file,source_ingredient,quantity,unit,match_status,matched_ingredient,action_required
Chicken Biryani KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Biryani Recipe.100 pax.docx,Fresh coriander leaves,1.0,kg,item_code,CORIANDER LEAVES (BDL),Review fuzzy name match
Chicken Biryani KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Biryani Recipe.100 pax.docx,Fresh mint leaves,800.0,g,item_code,MINT (BDL),Review fuzzy name match
Chicken Biryani KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Biryani Recipe.100 pax.docx,Bay leaves,50.0,g,item_code,TFG NIAZ BAY LEAVES 1/1KG,Review fuzzy name match
Chicken Biryani KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Biryani Recipe.100 pax.docx,Cinnamon sticks,100.0,g,item_code,NIAZ CINNAMON STICK 1/1KG,Review fuzzy name match
Chicken Biryani KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Biryani Recipe.100 pax.docx,Green cardamom,80.0,g,item_code,NIAZ CARDAMON 1/1KG,Review fuzzy name match
Chicken Biryani KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Biryani Recipe.100 pax.docx,Cloves,50.0,g,item_code,NIAZ CLOVE WHOLE 1/1KG,Review fuzzy name match
Chicken Biryani KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Biryani Recipe.100 pax.docx,Black pepper,50.0,g,item_code,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,Review fuzzy name match
Chicken Biryani KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Biryani Recipe.100 pax.docx,Oil,4.0,l,item_code,AFIA SUNFLOWER OIL 4/2.9LTR,Review fuzzy name match
Chicken Biryani KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Biryani Recipe.100 pax.docx,Ghee,2.0,l,item_code,ALMARAI BUTTER GHEE 6/1600G,Review fuzzy name match
Chicken Biryani KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Biryani Recipe.100 pax.docx,Milk,2.0,l,item_code,NZMP WHOLE MILK POWDER 1/25KG,Review fuzzy name match
Chicken Biryani KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Biryani Recipe.100 pax.docx,Saffron,5.0,g,unmatched,,Confirm ingredient master item_code/id before production costing
Chicken Broasted KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Broasted Recipe.100 pax -.docx,Whole chicken,25.0,pieces,item_code,ADDOHA FRESH CHICKEN WHOLE IN BAG 1/900G,Review fuzzy name match
Chicken Broasted KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Broasted Recipe.100 pax -.docx,All-purpose flour,6.0,kg,item_code,A-FOOM WHITE FLOUR 1/45KG,Review fuzzy name match
Chicken Broasted KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Broasted Recipe.100 pax -.docx,Cornstarch,2.0,kg,contains,A-AL AMC CORN STARCH 1/25KG,Review fuzzy name match
Chicken Broasted KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Broasted Recipe.100 pax -.docx,Salt,300.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Chicken Broasted KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Broasted Recipe.100 pax -.docx,Black pepper,100.0,g,item_code,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,Review fuzzy name match
