source_sheet,source_row,item_code,ingredient_name,beginning_qty,received_qty,issued_qty,ending_qty,uploaded_quantity,unit,uploaded_unit_cost,amount,item_group,status
Sheet1,319,PR000041,PAPPAYA,0,4,0,4,4,KG,8,32,PRODUCE,converted
Sheet1,320,PR000045,LETTUCE (LOCAL),7,30,-7,30,30,KG,3,90,PRODUCE,converted
Sheet1,321,PR000048,OKRA (LOCAL),9,0,-9,0,0,KG,8,0,PRODUCE,converted
Sheet1,322,PR000049,ONION (WHITE),9,18,-9,18,18,KG,2.5,45,PRODUCE,converted
Sheet1,323,PR000058,PARSELY (BDL),0,10,0,10,10,BDL,1.5,15,PRODUCE,converted
Sheet1,324,PR000059,GERGER (BDL),3,10,-3,10,10,BDL,1.5,15,PRODUCE,converted
Sheet1,325,PR000060,MINT (BDL),7,20,-7,20,20,BDL,1.5,30,PRODUCE,converted
Sheet1,326,PR000061,SPINACH (BDL),34,0,-34,0,0,BDL,1.5,0,PRODUCE,converted
Sheet1,327,PR000062,CORIANDER LEAVES (BDL),34,110,-34,110,110,BDL,1.5,165,PRODUCE,converted
Sheet1,328,PR000065,GREEN ONION (BDL),0,0,0,0,0,BDL,0,0,PRODUCE,converted
Sheet1,329,PR000070,APPLE (GREEN),0,0,0,0,0,KG,0,0,PRODUCE,converted
Sheet1,330,PR000072,APPLE (GALA) (USA/ITALY),54,144,-90,108,108,KG,7,756,PRODUCE,converted
Sheet1,331,PR000074,BANANA (ADY),65,182,-117,130,130,KG,5,650,PRODUCE,converted
Sheet1,332,PR000076,MANGO,4,12,-4,12,12,KG,10,120,PRODUCE,converted
Sheet1,333,PR000077,PEACHES,1,3,-1,3,3,KG,10,30,PRODUCE,converted
Sheet1,334,PR000078,KIWI FRUIT,3,0,-3,0,0,KG,12,0,PRODUCE,converted
Sheet1,335,PR000081,GRAPES BLACK (AFRICAN),0,4,0,4,4,KG,12,48,PRODUCE,converted
Sheet1,336,PR000083,RED PLUMS,1,3,-1,3,3,KG,10,30,PRODUCE,converted
Sheet1,337,PR000084,WATERMELONS,7,10,0,17,17,KG,2.5,42.5,PRODUCE,converted
Sheet1,338,PR000085,SWEETMELONS,0,23,0,23,23,KG,3,69,PRODUCE,converted
Sheet1,339,PR000090,LEMON (AFRICAN/TURKEY),11,32,-11,32,32,KG,6,192,PRODUCE,converted
Sheet1,340,PR000092,ORANGE (AFRICAN/EGYPT) NAVEL (CLASS A),64,128,-80,112,112,KG,4,448,PRODUCE,converted
Sheet1,341,PR000093,MANDRINE MOROCCO,3,0,-3,0,0,KG,7,0,PRODUCE,converted
Sheet1,342,PR000095,STRAWBERRIES (USA),0,0,0,0,0,KG,0,0,PRODUCE,converted
Sheet1,343,PR000097,GUAVA,1,0,0,1,1,KG,8,8,PRODUCE,converted
Sheet1,344,PR000099,POMEGRANATE,0,3,0,3,3,KG,10,30,PRODUCE,converted
Sheet1,345,PR000105,RED PEPPER,1,3,-1,3,3,KG,15,45,PRODUCE,converted
Sheet1,346,PR000106,YELLOW PEPPER,1,3,-1,3,3,KG,15,45,PRODUCE,converted
Sheet1,347,PR000107,GRAPES WHITE (AFRICAN),0,3,0,3,3,KG,12,36,PRODUCE,converted
Sheet1,348,PR000113,DRISCOLL'S BLUE BERRY 1/170G,0,0,0,0,0,EA,0,0,PRODUCE,converted
Sheet1,349,PR000114,DRISCOLL'S RAS BERRY 1/170G,0,0,0,0,0,EA,0,0,PRODUCE,converted
Sheet1,350,134884,TAFGA INDIAN MACKEREL FISH ORIGINAL 1/KG,10,0,0,10,10,KG,6.50026,65.0026,SEAFOOD,converted
Sheet1,351,144669,TAFGA WHITE / HAMOUR FISH FILLET 1/1KG,450,0,-60,390,390,KG,10.450217,4075.5846,SEAFOOD,converted
Sheet1,352,163290,FISH MILK FISH 500/800 /KG,140,0,0,140,140,KG,15.410389,2157.4545,SEAFOOD,converted
Sheet1,353,192264,RUHI FISH 1/KG,180,0,0,180,180,KG,13,2340,SEAFOOD,converted
Sheet1,354,267650,MAWASIM/GOLDEN LT MEAT TUNA 48/160G,590,0,0,590,590,EA,2.666786,1573.4039,SEAFOOD,converted
Sheet1,355,275412,TAFGA KFS TALAPIA CLEAN 1/KG,190,0,0,190,190,KG,9.050709,1719.6348,SEAFOOD,converted
Sheet1,356,306998,RUHI FISH 1/2.5KG,300,0,0,300,300,KG,15,4500,SEAFOOD,converted
Sheet1,357,SF000030,FRESH HAMOUR FISH 1/1 KG,15,0,0,15,15,KG,45,675,SEAFOOD,converted
