site,warehouse,item_code,ingredient_name,quantity,unit,unit_cost,reorder_level,status,item_group,amount
KBR,KBR-384,132915,TAFGA RUBBER WIPER 75CM 1/EA,14,EA,16.66,0,in_stock,OPERSUPPLY,233.24
KBR,KBR-384,133204,TAFGA HYNAP NAPKIN 40/250CT,236,PAK,3.624637,0,in_stock,OPERSUPPLY,855.4144
KBR,KBR-384,133229,AFFCO ROUND TOOTHPICK 12/150'S,24,EA,0.416696,0,in_stock,OPERSUPPLY,10.0007
KBR,KBR-384,133283,TFGA TRASH BAG BLUE 10-GAL(3KG) 17/30CT,340,PAK,1.388235,0,in_stock,OPERSUPPLY,472
KBR,KBR-384,133442,WRAPPED TOOTHPICK 1/1000'S,2,CS,4.7267,0,in_stock,OPERSUPPLY,9.4534
KBR,KBR-384,139876,CAKE BOXES 30/30/12CM  /EA,52,EA,0.800031,0,in_stock,OPERSUPPLY,41.6016
KBR,KBR-384,140060,TAFGA FOAM LUNCH BOX LB3L 1/100'S,3,CS,24.193533,0,in_stock,OPERSUPPLY,72.5806
KBR,KBR-384,140074,ALUMINUM 3 COMP #800/45  1/600CT,8400,EA,0.33852,0,in_stock,OPERSUPPLY,2843.5715
KBR,KBR-384,140104,INDUSTRIAL WHITE P/TOWEL 80MTR 12/1ROL,732,EA,3.079985,0,in_stock,OPERSUPPLY,2254.5488
KBR,KBR-384,159935,SANDWICH PAPER 20/500CT,38,PAK,5.278153,0,in_stock,OPERSUPPLY,200.5698
KBR,KBR-384,164553,TFGA BAMBOO SKEWER 25CM ROSE 1/100CT,16,CS,1.784531,0,in_stock,OPERSUPPLY,28.5525
KBR,KBR-384,165042,KRAFT PAPER BAG #10 1/10KG,300,KG,7.863355,0,in_stock,OPERSUPPLY,2359.0065
KBR,KBR-384,165119,GENPACK CONE WATER CUP-US 25/200CT,31,PAK,6.8272,0,in_stock,OPERSUPPLY,211.6432
KBR,KBR-384,165121,STEEL WOOL HEAVY DUTY 1/48CT,209,EA,1.333334,0,in_stock,OPERSUPPLY,278.6668
KBR,KBR-384,169798,TAFGA RUBBER HAND GLOVES 10-10.5 12/EA,168,EA,2.08485,0,in_stock,OPERSUPPLY,350.2548
KBR,KBR-384,172309,AL HASA TRASH BAG #50 GAL 1/3KG,12,KG,43.622017,0,in_stock,OPERSUPPLY,523.4642
KBR,KBR-384,177650,TFG MAXI ROLL 300MTR 6/1ROLL,53,EA,5.635051,0,in_stock,OPERSUPPLY,298.6577
KBR,KBR-384,179369,TAFGA CHARCOAL LIGHTER FUEL 12/16Z,23,EA,11.953183,0,in_stock,OPERSUPPLY,274.9232
KBR,KBR-384,185024,NURSE'S CAP 10/100CT,56,EA,3.93685,0,in_stock,OPERSUPPLY,220.4636
KBR,KBR-384,185025,APRON DISP 10/100 CT,45,PAK,4.916249,0,in_stock,OPERSUPPLY,221.2312
KBR,KBR-384,185784,TAFGA GULF PLASTIC SPOONS 20/50PCS,1360,PAK,1.679051,0,in_stock,OPERSUPPLY,2283.5097
KBR,KBR-384,187421,TAFGA OVEN CLEANER 12/300ML,12,EA,18.333333,0,in_stock,OPERSUPPLY,220
KBR,KBR-384,188273,TAFGA SCOURING PAD MAOG 40/9CT,42,PAK,7.10215,0,in_stock,OPERSUPPLY,298.2903
KBR,KBR-384,191976,TAFGA ALUMINUM FOIL 6X45X.014MICX100MTR,74,EA,26.89628,0,in_stock,OPERSUPPLY,1990.3247
KBR,KBR-384,192337,MOP HEAD RED COLOR 16Z 1/EA,6,EA,9.802867,0,in_stock,OPERSUPPLY,58.8172
KBR,KBR-384,192338,MOP HEAD BLUE COLOR 16Z 1/EA,7,EA,9.800029,0,in_stock,OPERSUPPLY,68.6002
KBR,KBR-384,204787,TAFGA DUST PAN WITH BRUSH 1/EA,5,EA,4.9,0,in_stock,OPERSUPPLY,24.5
KBR,KBR-384,235499,AR # KLEENEX TT 500 SHTS-ARAMCO 8/12ROLL,23,PAK,22.00007,0,in_stock,OPERSUPPLY,506.0016
KBR,KBR-384,235591,TOILET BRUSH WITH STAND 1/EA,9,EA,4.66,0,in_stock,OPERSUPPLY,41.94
KBR,KBR-384,237694,TAFGA DUST PAN W/BRUSH LONG HNDL 1/EA,2,EA,9.8,0,in_stock,OPERSUPPLY,19.6
KBR,KBR-384,238216,FACE MASK EAR LOOP 3PLY GREN/BLUE 1/50CT,66,PAK,2.898558,0,in_stock,OPERSUPPLY,191.3048
KBR,KBR-384,240013,TAFGA PLEDGE F/POLISH NATURAL 12/300ML,26,EA,9.583335,0,in_stock,OPERSUPPLY,249.1667
KBR,KBR-384,242108,KLEENEX FT COMFORT TOUCH 36/70 -100CT,348,PAK,2.166968,0,in_stock,OPERSUPPLY,754.1048
KBR,KBR-384,248759,ORINX/JAMA VINYL GLV PWD FRE LR 10/100CT,47,PAK,5.655728,0,in_stock,OPERSUPPLY,265.8192
KBR,KBR-384,263304,TAFGA AL SHARQIA CHARCOAL 1/4KG,46,CS,20.012774,0,in_stock,OPERSUPPLY,920.5876
KBR,KBR-384,279433,TAFGA SUFRA MEDIUM 10/30CT,20,PAK,2.810585,0,in_stock,OPERSUPPLY,56.2117
KBR,KBR-384,280902,TAFGA CHAFFING FUEL ADJUST/WICK 1/24EA,234,EA,2.666667,0,in_stock,OPERSUPPLY,624
KBR,KBR-384,284926,TAFGA FABRIC SOFTNER 8/2LT,80,EA,10.255291,0,in_stock,OPERSUPPLY,820.4233
KBR,KBR-384,315827,ALUMINUM FOIL CONT. #1135.400/CT,31600,EA,0.35,0,in_stock,OPERSUPPLY,11060
KBR,KBR-384,360324,TAFGA VVIP CUTLRY  8PC CLEAR 1/400CT,590,EA,0.500365,0,in_stock,OPERSUPPLY,295.2153
KBR,KBR-384,388586,ALUMINUM 3 COMP LID 800/45 1/500CT,5000,EA,0.002,0,in_stock,OPERSUPPLY,10
KBR,KBR-384,391639,AR # KLEENEX UCTAD ROL TWEL #6272 1/6CT,46,EA,21.18325,0,in_stock,OPERSUPPLY,974.4295
KBR,KBR-384,395605,TEA SPOON SMALL 1/1000CT,4000,EA,0.03,0,in_stock,OPERSUPPLY,120
KBR,KBR-384,395608,A-TAFGA LOGO SHOPPING BAG BIODEGRADEABLE MED 1/20KG,180,KG,6.8,0,in_stock,OPERSUPPLY,1224
KBR,KBR-384,400188,TAFGA DOUBLE WALL CUP GOLDEN 9Z  1/500CT,500,EA,0.206,0,in_stock,OPERSUPPLY,103
KBR,KBR-384,400731,KOOZ HOT CUPS W/ HANDLE GOLD 1/1000CT,41000,EA,0.085229,0,in_stock,OPERSUPPLY,3494.3825
KBR,KBR-384,422720,TAFGA JASEER CLING FILM 45CM 6KG 6/1600M,30,EA,38.542073,0,in_stock,OPERSUPPLY,1156.2622
KBR,KBR-384,OP000050,PLASTIC FORK 20/50CT(CATER PACK),60,PAK,1.35,0,in_stock,OPERSUPPLY,81
KBR,KBR-384,OP000380,SANDWICH BAG # 6 1/10KG,100,KG,3.75,0,in_stock,OPERSUPPLY,375
KBR,KBR-384,OP001697,REGULAR CUTLRY SET 1/200CT,1190,EA,0.72,0,in_stock,OPERSUPPLY,856.8
KBR,KBR-384,OP001718,MICROWAVE CONTAINER W/LID BLACK 500ML 1/250CT,650,EA,0.4,0,in_stock,OPERSUPPLY,260
KBR,KBR-384,OP001719,ALUMINIUM CONTAINER ROUND 1/600CT,2800,EA,0.241667,0,in_stock,OPERSUPPLY,676.6664
KBR,KBR-384,OP001728,MICROWAVE CONTAINER RECTANGLE BLACK W/LID 1/150CT,650,EA,0.873333,0,in_stock,OPERSUPPLY,567.6666
KBR,KBR-384,OP001733,"DOILIES PAPER RECTANGLR 17.5X12.5""/470X317MM 30/35CT",118,PAK,5.179171,0,in_stock,OPERSUPPLY,611.1422
KBR,KBR-384,OP001877,SHOPPING BAG MEDIUM 1/20KG,420,KG,7.000052,0,in_stock,OPERSUPPLY,2940.022
KBR,KBR-384,OP002597,BLOOD BANK MEAL BOX 12X22X8CM 1/1EA,5000,EA,0.65,0,in_stock,OPERSUPPLY,3250
KBR,KBR-384,OP002722,TRASH BAG BLUE 10 GAL 1/3KG,24,EA,17,0,in_stock,OPERSUPPLY,408
KBR,KBR-384,OP002898,FOIL WARP HUMBURGER 1/2000CT,11500,EA,0.092,0,in_stock,OPERSUPPLY,1058
KBR,KBR-384,OP002971,AL HASA TRASH BAG 50 GAL 3KG 1/7PAK,98,PAK,12.000001,0,in_stock,OPERSUPPLY,1176.0001
KBR,KBR-384,OP003035,PLASTIC CONTENER WHITE 250 1/1000CT,50000,EA,0.118,0,in_stock,OPERSUPPLY,5900
KBR,KBR-384,OP003260,JASCO BRAND PLASTIC CONTAINER W/LID 250G 1/1000CT,6000,EA,0.069999,0,in_stock,OPERSUPPLY,419.9949
KBR,KBR-384,OP003629,JASCO BRAND PLASTIC CONTAINER 450G 1/1000CT,8000,EA,0.1,0,in_stock,OPERSUPPLY,800
KBR,KBR-384,OP003631,ALUMINIUM CONTAINERS 2 COMPARTMENT 1/500CT,3800,EA,0.46,0,in_stock,OPERSUPPLY,1748
KBR,KBR-384,OP003635,MICROWAVEABLE CONTAINERS ROUND 450ML BLACK 1/500CT,2300,EA,0.134,0,in_stock,OPERSUPPLY,308.2
KBR,KBR-384,132996,AFFCO LUNCHEON CHICKEN MEAT 24/200G,124,EA,5.088413,0,in_stock,POULTRY,630.9632
KBR,KBR-384,142110,SAEDCO FRESH EGGS MEDIUM 12/30 CT,489,PAK,12.989999,0,in_stock,POULTRY,6352.1094
KBR,KBR-384,179446,TAFGA CHICKEN WINGS 1/5KG,130,KG,6.5,0,in_stock,POULTRY,845
KBR,KBR-384,180259,TFG AMERICANA LOCAL CHICKEN BREAST1/10KG,250,KG,17.238869,0,in_stock,POULTRY,4309.7172
KBR,KBR-384,182833,A-TAFGA AMERICANA  CHICKEN FRANK 24/340G,207,EA,2.494906,0,in_stock,POULTRY,516.4456
KBR,KBR-384,189015,TAFGA LOCAL TANMIAH CHICKEN 10/900G,1135,EA,11.838,0,in_stock,POULTRY,13436.13
KBR,KBR-384,205101,TANMIAH FRESH CHICKEN 1/900G,16,EA,14,0,in_stock,POULTRY,224
KBR,KBR-384,307852,AL KABEER CHICKEN BURGER BIG 8/1200G,38,EA,28.75,0,in_stock,POULTRY,1092.5
KBR,KBR-384,357255,ADDOHA FRESH CHICKEN WHOLE IN BAG 1/900G,220,EA,13.4,0,in_stock,POULTRY,2948
KBR,KBR-384,PR000002,CABBAGE (LOCAL),17,KG,2.5,0,in_stock,PRODUCE,42.5
KBR,KBR-384,PR000005,TOMATO (ADY),100,KG,3,0,in_stock,PRODUCE,300
KBR,KBR-384,PR000009,GREEN PEPPER (LBN),7,KG,5,0,in_stock,PRODUCE,35
KBR,KBR-384,PR000010,CUCUMBER (ADY),80,KG,3,0,in_stock,PRODUCE,240
KBR,KBR-384,PR000012,EGGPANT (BIG),12,KG,2.5,0,in_stock,PRODUCE,30
KBR,KBR-384,PR000014,MARROW (BIG),40,KG,3,0,in_stock,PRODUCE,120
KBR,KBR-384,PR000016,GREEN CHILLI (INDIAN),14,KG,8,0,in_stock,PRODUCE,112
KBR,KBR-384,PR000018,GARLIC  (CHINA),22,KG,6,0,in_stock,PRODUCE,132
KBR,KBR-384,PR000019,GINGER (CHINA),24,KG,6,0,in_stock,PRODUCE,144
KBR,KBR-384,PR000020,DRY ONION (LOCAL),164,KG,4,0,in_stock,PRODUCE,656
KBR,KBR-384,PR000022,POTATO (LOCAL),174,KG,2.5,0,in_stock,PRODUCE,435
KBR,KBR-384,PR000024,YELLOW PUMPKUIN,5,KG,3,0,in_stock,PRODUCE,15
KBR,KBR-384,PR000026,CARROT (AUSTALIA/CHINA),34,KG,6,0,in_stock,PRODUCE,204
KBR,KBR-384,PR000027,LONG MARROW,60,KG,3,0,in_stock,PRODUCE,180
KBR,KBR-384,PR000030,BITTERGOURD (LOCAL),17,KG,7,0,in_stock,PRODUCE,119
KBR,KBR-384,PR000032,CAULIFLOWER (LOCAL),20,KG,3,0,in_stock,PRODUCE,60
KBR,KBR-384,PR000045,LETTUCE (LOCAL),14,KG,3,0,in_stock,PRODUCE,42
KBR,KBR-384,PR000048,OKRA (LOCAL),17,KG,8,0,in_stock,PRODUCE,136
KBR,KBR-384,PR000049,ONION (WHITE),17,KG,2.5,0,in_stock,PRODUCE,42.5
KBR,KBR-384,PR000059,GERGER (BDL),7,BDL,1.5,0,in_stock,PRODUCE,10.5
KBR,KBR-384,PR000060,MINT (BDL),14,BDL,1.5,0,in_stock,PRODUCE,21
KBR,KBR-384,PR000061,SPINACH (BDL),67,BDL,1.5,0,in_stock,PRODUCE,100.5
KBR,KBR-384,PR000062,CORIANDER LEAVES (BDL),67,BDL,1.5,0,in_stock,PRODUCE,100.5
KBR,KBR-384,PR000072,APPLE (GALA) (USA/ITALY),72,KG,7,0,in_stock,PRODUCE,504
KBR,KBR-384,PR000074,BANANA (ADY),130,KG,5,0,in_stock,PRODUCE,650
KBR,KBR-384,PR000076,MANGO,8,KG,10,0,in_stock,PRODUCE,80
KBR,KBR-384,PR000077,PEACHES,2,KG,10,0,in_stock,PRODUCE,20
KBR,KBR-384,PR000078,KIWI FRUIT,7,KG,12,0,in_stock,PRODUCE,84
KBR,KBR-384,PR000083,RED PLUMS,2,KG,10,0,in_stock,PRODUCE,20
KBR,KBR-384,PR000084,WATERMELONS,14,KG,2.5,0,in_stock,PRODUCE,35
KBR,KBR-384,PR000090,LEMON (AFRICAN/TURKEY),22,KG,6,0,in_stock,PRODUCE,132
KBR,KBR-384,PR000092,ORANGE (AFRICAN/EGYPT) NAVEL (CLASS A),96,KG,4,0,in_stock,PRODUCE,384
KBR,KBR-384,PR000093,MANDRINE MOROCCO,7,KG,7,0,in_stock,PRODUCE,49
KBR,KBR-384,PR000097,GUAVA,2,KG,8,0,in_stock,PRODUCE,16
KBR,KBR-384,PR000105,RED PEPPER,3,KG,15,0,in_stock,PRODUCE,45
KBR,KBR-384,PR000106,YELLOW PEPPER,3,KG,15,0,in_stock,PRODUCE,45
KBR,KBR-384,134884,TAFGA INDIAN MACKEREL FISH ORIGINAL 1/KG,30,KG,6.500263,0,in_stock,SEAFOOD,195.0079
KBR,KBR-384,144669,TAFGA WHITE / HAMOUR FISH FILLET  1/1KG,450,KG,10.450217,0,in_stock,SEAFOOD,4702.5976
KBR,KBR-384,163290,FISH MILK FISH 500/800 /KG,140,KG,15.410389,0,in_stock,SEAFOOD,2157.4545
KBR,KBR-384,192264,RUHI FISH 1/KG,180,KG,13,0,in_stock,SEAFOOD,2340
KBR,KBR-384,267650,MAWASIM/GOLDEN LT MEAT TUNA 48/160G,590,EA,2.666786,0,in_stock,SEAFOOD,1573.4039
KBR,KBR-384,275412,TAFGA KFS TALAPIA CLEAN 1/KG,190,KG,9.050709,0,in_stock,SEAFOOD,1719.6348
KBR,KBR-384,306998,RUHI FISH 1/2.5KG,300,KG,15,0,in_stock,SEAFOOD,4500
